record_ID,well_ID,pump_fixed,pump_working,activity_date,village_name,prefecture,Latitude,Longitude,pump_type,sous_prefecture,payment,service_visit_type
16743,A105,non,non,05/27/2016,SCED MC,sanghambaere,3.402221,16.24709,hpv_60,nola,0,
5183,A180,oui,non,04/21/2014,GARGA ZALLO,nanamambere,6.335797,14.99927,hpv_60,bouar,0,
22728,A1821,non,non,09/08/2017,NAMBOUI 1,sanghambaere,3.527182,16.05952,hpv_60,nola,0,
26523,A1821,non,non,03/03/2018,NAMBOUI 1,,3.527172,16.05951,hpv_60,,,monitor
11575,A244,oui,non,06/01/2015,PATE GBONAMBOLO,nanamambere,5.596275,15.90728,hpv_60,baoro,0,
30153,A120,decommissioned,decommissioned,07/12/2018,ALIME,nanamambere,6.018848,14.64643,hpv_60,baboua,,monitor
11275,A135,non,non,05/31/2015,BAYANGA DIDI 1,nanamambere,5.300818,15.79477,hpv_60,baoro,0,
31197,A1565,decommissioned,decommissioned,08/09/2018,NOLA QTIER DENGBA,sanghambaere,3.510134,16.05977,hpv_60_2000,nola,,monitor
33288,A1896,problem,problem,10/28/2018,Ndele sultan 4,baminguibangoran,8.415129,20.64562,hpv_60_2000,ndele,,bekou
16755,A2027,oui,non,05/30/2016,Mangoro,sanghambaere,3.501307,16.21409,hpv_60,nola,10000,
29763,A208,non,non,06/30/2018,MAIGARO Disp1 VALLO,nanamambere,6.008184,15.55939,hpv_60,bouar,,monitor
11287,A237,non,non,06/01/2015,Nguerenguere,nanamambere,5.630282,15.89689,hpv_60,baoro,0,
33246,A2653,problem,problem,10/25/2018,KOTISSAKO 2,baminguibangoran,8.145133,20.39004,hpv_60_2000,bamingui,,bekou
11536,A272,non,non,06/01/2015,ZAWA,nanamambere,5.534589,15.94168,hpv_60,baoro,0,
31203,A29,non,non,08/10/2018,BANDOKA,sanghambaere,3.48763,16.01522,hpv_60_2000,nola,,monitor
33240,A3174,problem,problem,10/25/2018,KoTISSAKO 1,baminguibangoran,8.146324,20.39127,hpv_60_2000,bamingui,,bekou
33231,A3267,problem,problem,10/24/2018,Alidu Lemena,baminguibangoran,8.400078,20.69694,hpv_60_2000,ndele,,bekou
31398,A37,decommissioned,decommissioned,08/16/2018,BELAMBOKE 4,sanghambaere,3.403893,16.23282,hpv_60_2000,nola,,monitor
33264,A460,problem,problem,10/25/2018,BAMINGUI QUARTIER MBORNOU,baminguibangoran,7.561665,20.17562,hpv_60_2000,bamingui,,bekou
33303,A463,problem,problem,10/29/2018,BATELE 1 HAOUSSA,baminguibangoran,8.520703,20.62629,hpv_60_2000,ndele,,bekou
33234,A464,problem,problem,10/24/2018,Batele 2,baminguibangoran,8.402801,20.67725,hpv_60_2000,ndele,,bekou
33270,A466,problem,problem,10/26/2018,VILLAGE BISSINGOU,baminguibangoran,8.255567,20.57096,hpv_60_2000,bamingui,,bekou
33249,A475,problem,problem,10/25/2018,Digba Village,baminguibangoran,8.123655,20.36939,hpv_60_2000,bamingui,,bekou
33222,A475,problem,problem,10/24/2018,Ngouga,baminguibangoran,8.176934,20.71213,hpv_60_2000,bamingui,,bekou
33243,A476,problem,problem,10/25/2018,KoTISSAKO ECOLE,baminguibangoran,8.145999,20.39344,hpv_60_2000,bamingui,,bekou
33333,A477,problem,problem,10/31/2018,KOUBOU,baminguibangoran,8.47484,20.5332,hpv_60_2000,ndele,,bekou
33297,A478,problem,problem,10/29/2018,VILLAGE LEMENA,baminguibangoran,8.466634,20.68929,hpv_60_2000,ndele,,bekou
33252,A487,problem,problem,10/25/2018,Vata BANGUORAN,baminguibangoran,8.080746,20.34265,hpv_60_2000,bamingui,,bekou
22752,A65,non,non,09/12/2017,LIBOKO ECOLE,sanghambaere,3.520492,16.4829,hpv_60,bayanga,0,
22725,A806,non,non,09/08/2017,TANGA QTIER MOUSSA,sanghambaere,3.525119,16.05502,hpv_60,nola,0,
26520,A806,non,non,03/03/2018,TANGA QTIER MOUSSA,,3.525108,16.05506,hpv_60,,,monitor
31215,A86,problem,problem,08/10/2018,NABONDO 2,sanghambaere,3.415565,15.87315,hpv_60_2000,nola,,monitor
33276,X16,problem,problem,10/28/2018,Ndele Quartier kpetenain,baminguibangoran,8.407484,20.63801,india_mark_2,ndele,,bekou
33336,X28,problem,problem,10/31/2018,Demcida,baminguibangoran,8.520271,20.49256,hpv_60_2000,ndele,,bekou
33342,X29,problem,problem,10/31/2018,Djamassida 2,baminguibangoran,8.528324,20.48805,hpv_60_2000,ndele,,bekou
11476,A186,oui,non,06/02/2015,BAWI MC,nanamambere,5.613869,16.25024,hpv_60,baoro,0,
13816,A249,non,non,12/07/2015,SAMBA bougoulou 2 mairie,nanamambere,5.426571,15.97374,hpv_100,baoro,0,
18270,A100,non,non,11/07/2016,PETROCA NOLA,sanghambaere,3.523935,16.05518,hpv_60,nola,0,
22722,A100,non,non,09/08/2017,PETROCA NOLA,sanghambaere,3.523892,16.0552,hpv_60,nola,0,
26517,A100,non,non,03/03/2018,PETROCA NOLA,,3.523951,16.05516,hpv_60,,,monitor
22290,A1069,non,non,07/13/2017,Bokangua Disponsaire,nanamambere,,,india_mark_2,bouar,0,
26757,A115,non,non,03/29/2018,ZIENDI VILLAGE,,3.407469,15.69549,hpv_60,,,monitor
996,A123,non,non,06/05/2012,POKARA KOMBO,lobaye,5.375125,15.09434,india_mark_2,mbaiki,0,
30246,A125,decommissioned,decommissioned,07/10/2018,BABOUA DOUANE,nanamambere,5.799003,14.82271,india_mark_2,baboua,,monitor
8792,A135,non,non,01/30/2015,BAYANGA DIDI 1,nanamambere,5.300815,15.7948,hpv_60,baoro,0,
3238,A145,non,non,11/30/2013,BEYELE,mamberekadei,4.729134,15.81517,moino,berberati,0,
7643,A152,non,non,10/14/2014,BAORO CENTRE DE SANTE,nanamambere,5.698784,15.95284,hpv_60,baoro,0,
5090,A177,non,non,04/14/2014,FO,nanamambere,5.624571,15.18724,hpv_60,baboua,0,
3361,A1831,non,non,12/02/2013,BOMANDJOUKOU SOKAMBI,sanghambaere,2.637779,16.06933,hpv_60,bayanga,0,
6467,A1831,non,non,08/23/2013,BOMANDJOUKOU SOKAMBI,sanghambaere,2.637651,16.06948,hpv_60,bayanga,0,
966,A1841,non,non,05/23/2012,BEMBAYE,mamberekadei,,,hpv_60,berberati,0,
8171,A2008,non,non,12/19/2014,BAYANGA ECOLE,sanghambaere,2.914472,16.25998,hpv_60,bayanga,0,
16620,A2019,non,non,05/11/2016,Bambio qtier COMBATANT,sanghambaere,3.94646,16.96034,hpv_60,bambio,0,
16623,A2026,non,non,05/11/2016,MASSANGAI BAMBAIO BAYAKA,sanghambaere,3.939728,16.96809,hpv_60,bambio,0,
875,A226,non,non,05/03/2012,NDONGUE BAC 1 MC,nanamambere,5.626381,15.59666,hpv_60,bouar,0,
3232,A230,non,non,11/30/2013,NGBAFIO,mamberekadei,4.5695,15.78719,moino,berberati,0,
3226,A231,non,non,11/30/2013,NGBAKO,mamberekadei,4.478798,15.84422,moino,berberati,0,
3247,A242,non,non,12/01/2013,CARNOT ONAF,mamberekadei,4.944948,15.87352,hpv_60,berberati,0,
3253,A246,decommissioned,decommissioned,12/01/2013,CARNOT QRT PACCO,mamberekadei,4.950791,15.8747,moino,carnot,0,
28164,A249,non,non,05/21/2018,SAMBA bougoulou 2 mairie,,5.426616,15.97374,hpv_100,,,monitor
3490,A2580,non,non,12/19/2013,YAMANDO,sanghambaere,3.847994,16.30303,hpv_100,nola,0,
22350,A259,non,non,07/18/2017,MAIGARO DISP 1,nanamambere,5.934639,15.64606,hpv_60,bouar,0,
590,A2605,non,non,03/29/2012,YEREMO 4,ombelampoko,5.233285,17.44925,hpv_60,bossembele,0,
22047,A267,oui,non,07/03/2017,YORO ECOLE,nanamambere,5.257921,15.82045,hpv_60,baoro,0,
5093,A271,non,non,04/14/2014,ZARAMI,nanamambere,5.668358,15.25006,hpv_60,bouar,0,
14493,A271,non,non,02/02/2016,ZARAMI,nanamambere,5.668497,15.24988,hpv_60,baboua,0,
15712,A3238,oui,non,03/30/2016,BAGANDOU HOPITAL MC,lobaye,,,hpv_100,mbaiki,16000,
5240,A3310,oui,non,04/26/2014,Damara Ligangue 2,ombelampoko,4.951286,18.69677,hpv_60,damara,0,
22296,A3342,non,non,07/13/2017,Bokayan MC,nanamambere,,,hpv_60,bouar,0,
863,A3343,oui,non,04/30/2012,Bobazoro MC,,6.132387,15.88078,hpv_60,,16000,
17381,A3343,non,non,07/13/2016,Bobazoro MC,nanamambere,6.132476,15.88081,hpv_60,bouar,0,
22284,A3343,non,non,07/13/2017,Bokayan MC,nanamambere,,,hpv_60,bouar,0,
20739,A401,oui,non,03/22/2017,KAKE,ouhampende,6.838061,15.81471,hpv_60,bocaranga,0,
26715,A41,non,non,03/29/2018,BIAKAN,,3.445795,15.889,hpv_60,,,monitor
3445,A53,oui,non,12/16/2013,DOMALE,sanghambaere,3.684533,16.17717,hpv_60,nola,0,
22833,A53,non,non,09/22/2017,DOMALE,sanghambaere,,,hpv_60,nola,0,
6473,A67,non,oui,08/23/2014,LINDJOMO CENTRE,sanghambaere,2.704521,16.09433,hpv_60,bayanga,0,
16674,A67,non,non,05/23/2016,LINDJOMO CENTRE,sanghambaere,2.705227,16.0952,hpv_60,bayanga,0,
592,A675,non,non,03/29/2012,YEREMO POMPE 5,ombelampoko,5.239182,17.45381,hpv_60,bossembele,0,
19518,A807,non,non,02/10/2017,ZENGUI 1,sanghambaere,3.518413,16.05516,india_mark_2,nola,0,
998,A982,non,non,06/06/2012,SCAD 6 APPOLO,lobaye,3.653444,18.01982,hydro_india,mbaiki,0,
14706,F1567,non,non,02/06/2016,Bea Ecole,nanamambere,5.835616,15.29793,hpv_100,bouar,0,
30285,F1567,problem,problem,07/02/2018,Ecole Bea,nanamambere,5.835548,15.29791,hydro_india,bouar,,monitor
8984,A271,non,non,02/17/2015,ZARAMI,nanamambere,5.668519,15.24986,hpv_60,baboua,0,
26535,A797,non,non,03/06/2018,NOLA ZENGUI 5,,3.5184,16.0551,hydro_india,,,monitor
6428,A1823,non,non,08/20/2014,NGOULO QTIER ZO KEW ZO,sanghambaere,3.482845,16.16634,hpv_60,nola,0,
24723,A2055,non,non,12/27/2017,MOALE,lobaye,3.650273,17.34774,hpv_100,mbaiki,0,
6377,A3363,non,non,08/15/2014,LOPPO  EEB,sanghambaere,3.588052,16.08341,hpv_60,nola,0,
26553,A1563,non,non,03/13/2018,MBANZA MARCHE NORD,,3.552988,16.13367,hpv_60,,,monitor
20640,A1893,oui,non,03/13/2017,Kounmbam 2,ouhampende,7.064009,16.00196,india_mark_2,bocaranga,0,
33921,A124,oui,problem,10/31/2018,BABOUA CAMPANG,Nana Mambere,5.80597,14.8366,hpv_60_2000,Baboua,16000,eep
29766,A129,non,problem,06/30/2018,BANZOUM,mamberekadei,4.32766,15.81365,hpv_60,berberati,0,eep
8804,A133,oui,non,01/31/2015,Batoko,nanamambere,5.526512,15.95056,hpv_100,baoro,0,
5213,A136,oui,oui,04/02/2014,Bayanga DIDI 2,nanamambere,5.302929,15.79416,hpv_60,baoro,0,
28233,A152,oui,non,05/26/2018,BAORO CENTRE DE SANTE,,5.698786,15.95291,india_mark_2,,16000,eep
26124,A284,oui,problem,03/18/2018,BAMBA VILLAGE,,3.779525,15.32643,hpv_60,,20000,eep
26466,A2948,oui,problem,03/13/2018,DOUYA 2,,6.905814,15.5782,hpv_60,,0,eep
26157,A295,non,problem,03/19/2018,DEDE MBIKO,,3.935651,15.23383,hpv_60,,0,eep
26112,A312,non,problem,03/18/2018,LENGOU,,3.896154,15.33182,hpv_60,,0,eep
26280,A325,oui,problem,03/26/2018,NANGOKO,,4.25182,15.35804,hpv_60,,0,eep
29046,A3331,problem,problem,06/07/2018,Poulengue,,7.139437,16.39074,india_mark_2,,0,eep
26046,A378,problem,problem,03/16/2018,Village Cathechiste Bocaranga,,6.983064,15.63344,hpv_60,,0,eep
25473,A388,oui,problem,01/20/2018,Baloua ecole,ouhampende,6.51886,16.36019,hpv_60,bozoum,0,eep
29175,A416,oui,problem,06/09/2018,MANGA,,6.435077,16.17938,hpv_60,,0,eep
25446,A435,problem,problem,01/18/2018,Pont ouham,ouhampende,6.333999,16.34972,hpv_60,bozoum,0,eep
26103,A454,problem,problem,03/20/2018,ZOLE mbouzara sud,,7.177995,15.73265,india_mark_2,,0,eep
24435,A455,oui,non,12/14/2017,ZOLE M. C,ouhampende,7.18179,15.73288,hpv_60,bocaranga,10000,
29856,A49,oui,non,07/06/2018,DEMABATEKE,mamberekadei,4.975623,16.27441,hpv_60,gadzi,0,eep
19800,A536,oui,non,02/10/2017,Bokongo 2,ouhampende,6.218439,16.45546,hpv_60,bozoum,0,
27360,A681,oui,non,03/23/2018,BAKOTA EGLISE Catholique,,3.729712,17.5535,hpv_60,,0,eep
25491,A835,oui,non,01/23/2018,Borom  2 ,ouhampende,6.377229,16.34032,hpv_60,bozoum,10000,eep
10353,A91,oui,non,04/21/2015,NDINGUIRI MC,mamberekadei,4.884956,16.33761,hpv_60,gadzi,0,
26226,A927,oui,problem,03/22/2018,MBOMBINDO QTIER,,4.122282,15.13485,hpv_60,,0,eep
29238,A935,oui,problem,06/11/2018,BOCARANGA GBADOCK PK5,,6.943063,15.65865,hpv_60,,5000,eep
13828,F1465,oui,non,12/07/2015,Zawa 2,nanamambere,5.534671,15.94157,hpv_60,baoro,0,
28644,F623,oui,non,05/23/2018,Boutini 3,,4.87082,18.00611,hpv_60,,0,eep
29064,R269,oui,non,06/08/2018,VOH,,7.028236,16.33895,india_mark_2,,0,eep
30201,W041,non,non,07/18/2018,ECOLE NGAM,nanamambere,6.025213,15.43138,hydro_india,bouar,,monitor
31587,X006,non,problem,09/04/2018,Touga,ouhampende,7.439421,15.64189,india_mark_2,,,bekou
8990,A116,oui,non,02/18/2015,ABBA 1,nanamambere,5.331507,15.15121,hpv_60,abba,16000,
9110,A117,oui,non,02/18/2015,ABBA 2,nanamambere,5.335079,15.15326,hpv_60,abba,16000,
9017,A140,oui,non,02/19/2015,BELOKO DOUANE Qtier ZAORO DOUA,nanamambere,5.932241,14.60144,india_mark_2,baboua,0,
33810,F724,problem,problem,11/09/2018,KOUNDE 2,Nana Mambere,6.108517,14.63423,hpv_60_2000,Baboua,20000,eep
25944,A1553,non,non,03/01/2018,Bossemptele quartier musulman,,5.679258,16.63902,india_mark_2,,,monitor
33765,A236,problem,problem,11/03/2018,NGENZE,Nana Mambere,6.138122,14.81518,hpv_60_2000,Baboua,0,eep
26463,F1877,oui,non,03/13/2018,Ecole Mixte de Boukaya,,6.882384,15.55706,hydro_india,,0,eep
26304,A449,non,non,03/27/2018,Tole village,,6.576839,16.00628,hpv_60,,0,eep
27150,A1003,oui,problem,03/16/2018,WELE WELE 2,,3.674539,18.07171,india_mark_2,,16000,eep
35039,A1035,oui,problem,12/12/2018,YAMOUSSOUCRO SCAD 9,Lobaye,3.646747,18.01714,hydro_india,Mbaiki,0,eep
6098,A1041,oui,non,06/27/2014,BONGUENGUETE,lobaye,4.010657,17.60459,india_mark_2,mbaiki,15000,
26019,A1055,oui,non,03/15/2018,BOCARANGA CHARITE,,7.004533,15.64072,hpv_60,,0,eep
16015,A1057,oui,non,04/03/2016,MBOTOGA Mousque,ouhampende,,,india_mark_2,bocaranga,0,
34619,A107,oui,non,12/06/2018,TAWI,mamberekadei,4.771972,16.72483,hpv_60,Gadzi,25000,eep
9678,A112,oui,non,04/09/2015,YOMBO,sanghambaere,3.440817,16.37711,hpv_60,nola,16000,
5024,A121,oui,non,04/07/2014,ASECNA BOUAR,nanamambere,5.949042,15.63788,india_mark_2,bouar,16000,
20979,A137,non,non,05/05/2017,Bea  E E B,nanamambere,5.836628,15.30013,india_mark_2,bouar,0,
7607,A148,non,non,10/12/2014,BOGALI NANA MAMBERE,nanamambere,5.317194,15.98146,moino,baoro,0,
32286,A1532,oui,oui,09/29/2018,NZONGO M'POKO BAC,Ombella M Poko,4.361514,18.48352,hpv_60,Bimbo,0,eep
29769,A155,oui,non,06/30/2018,DABERE,mamberekadei,4.360703,15.81385,india_mark_2,berberati,9000,eep
825,A1558,oui,non,04/20/2012,YORO PDSV 1,,5.258956,15.82233,hpv_60,,16000,
31281,A1564,oui,problem,08/16/2018,MASSEKE,sanghambaere,3.587725,16.0796,hpv_60_2000,nola,16000,eep
33375,A1685,oui,problem,10/18/2018,BOROSSE,ombelampoko,4.57918,18.38927,hpv_60,Bimbo,20000,eep
7778,A1694,oui,non,11/28/2014,NDANGALA VILLAGE CENTRE 1,ombelampoko,4.31346,18.34606,hpv_60,bimbo,0,
18237,A1767,oui,non,11/11/2016,SANDJIMBA ECOLE,ombelampoko,4.404588,18.74319,hpv_60,bimbo,0,
28908,A1789,problem,problem,06/06/2018,NGUERENGOU 2,,4.594828,18.53801,hpv_60,,0,eep
9529,A18,oui,non,03/30/2015,ROSINE 3,mamberekadei,4.25393,15.773,hpv_60,berberati,16000,
30807,A1807,problem,problem,08/04/2018,KOMBO MC,mamberekadei,3.908764,15.29521,hpv_60,,,monitor
21021,A181,oui,non,05/08/2017,Garga mbogo,nanamambere,5.794496,15.11345,hpv_60,baboua,0,
14904,A1832,oui,non,02/04/2016,WOTORO,mamberekadei,4.240077,15.84489,hpv_60,berberati,10000,
20892,A1832,problem,problem,05/11/2017,WOTORO,mamberekadei,4.240059,15.84482,hpv_60,berberati,0,
16958,A1841,oui,non,06/10/2016,BEMBAYE,mamberekadei,4.42209,15.83051,hpv_60,berberati,0,
18879,A1841,oui,problem,01/24/2017,BEMBAYE,mamberekadei,4.422115,15.83049,hpv_60,berberati,0,
29772,A1841,non,non,06/30/2018,BEMBAYE,mamberekadei,4.422046,15.83055,hpv_60,berberati,0,eep
5390,A185,oui,non,04/26/2014,BAWI MARCHER,nanamambere,5.615451,16.2526,hpv_60,baoro,0,
27327,A1854,oui,problem,03/20/2018,LOMBRE 1 BAGANDOU,,3.747956,17.83891,india_mark_2,,16000,eep
27477,A1867,oui,non,03/29/2018,BODA EEF BAGUIRA 2 GBAGUIRA 2,,4.317025,17.47913,hpv_60,,0,eep
22110,A189,oui,non,07/07/2017,BAORO GENDARMERIE,nanamambere,5.701644,15.95101,hpv_60,baoro,0,
29964,A1894,non,non,07/20/2018,WOTORO CENTRE KISITO,mamberekadei,4.246707,15.85132,hpv_60,berberati,0,eep
33582,A1910,oui,problem,11/08/2018,NDOLOBO CENTRE DE SANTE,Lobaye,3.856367,17.85573,hpv_60,Mbaiki,20000,eep
32985,A1919,oui,problem,10/26/2018,MBAIKI ECOLE PERFECTORALE FILLES,Lobaye,3.873907,17.98841,hpv_60,Mbaiki,15000,eep
5639,A192,oui,non,05/10/2014,Hopital de carnot,mamberekadei,4.936836,15.87678,hpv_60,carnot,0,
29892,A2024,oui,problem,07/11/2018,MOLEMBE,sanghambaere,4.246743,16.6995,hpv_60,nola,0,eep
10413,A2025,oui,non,04/28/2015,MBATAMALE,mamberekadei,4.257423,16.69835,hpv_60,gadzi,0,
22518,A2025,problem,problem,09/10/2017,MBATAMALE,mamberekadei,4.257368,16.69845,hpv_60,carnot,0,
27195,A2030,oui,non,03/17/2018,SIRIRI,,3.642445,17.91575,hpv_60,,16000,eep
27390,A2035,oui,problem,03/24/2018,MOKONGO BAYAKA,,3.734894,17.82727,hpv_60,,5000,eep
20031,A2057,oui,non,03/05/2017,PONT SCAD,lobaye,3.647559,18.02159,india_mark_2,mbaiki,0,
869,A208,oui,non,05/02/2012,MAIGARO DISP 1,nanamambere,6.008156,15.55941,hpv_60,bouar,48000,
1057,A2088,non,non,06/12/2012,BOBENGA CAME DES PYGME,lobaye,3.762415,18.1542,india_mark_2,mbaiki,0,
28050,A2096,oui,problem,06/01/2018,GAGA ECOLE,,5.489769,16.97961,hpv_60,,20000,eep
18957,A213,oui,problem,01/24/2017,MASSINA,mamberekadei,4.630475,15.78665,hpv_60,berberati,0,
22548,A2177,problem,problem,09/11/2017,GBAMBANG AXE BERBERATI - BANIA,mamberekadei,4.143096,16.02911,hpv_60,berberati,0,
29946,A2177,oui,problem,07/19/2018,Gbambang,mamberekadei,4.143096,16.02914,hpv_60,berberati,0,eep
19356,A2229,oui,non,02/13/2017,NOLA HOPITAL PREFECTORAL POMPE MANUELLE,sanghambaere,3.526572,16.04448,india_mark_2,nola,16000,
934,A2273,oui,non,05/14/2012,BABOUA ECOLE MATERNELLE TONGO,nanamambere,5.800981,14.843677,india_mark_2,baboua,16000,
8537,A235,non,non,12/03/2014,NGOGBARA,mamberekadei,4.89468,15.82143,hpv_60,carnot,0,
32457,A2445,oui,problem,10/02/2018,BAORO Qtier Belle vue,Nana Mambere,5.70335,15.94804,hpv_60,Baoro,10000,eep
21000,A2446,oui,non,05/03/2017,MC MAISON des jeunes BAORO,nanamambere,5.696301,15.95056,hpv_60,baoro,0,
22077,A249,non,non,07/04/2017,SAMBA BOUGOULOU 1,nanamambere,,,hpv_100,baoro,0,
833,A251,non,non,04/23/2012,SAMBA RCA,nanamambere,5.441058,15.97527,moino,baoro,0,
20037,A2626,oui,non,03/05/2017,CARRIERE,lobaye,3.672448,18.02545,india_mark_2,mbaiki,0,
21081,A2660,oui,non,05/10/2017,CANTONNIER QTIER SABONGARI,nanamambere,5.91071,14.56808,hpv_60,baboua,16000,
17240,A267,non,non,07/05/2016,YORO ECOLE,nanamambere,5.258163,15.8205,hpv_60,baoro,0,
22044,A268,oui,oui,07/02/2017,YORO MOSQ,nanamambere,5.259534,15.81958,hpv_60,baoro,0,
19086,A2730,oui,problem,02/11/2017,YLOKE Lycee Evangelique,ombelampoko,5.311968,17.09073,hpv_60,yaloke,0,
31875,A2730,problem,problem,09/08/2018,Yaloke Lycee Evangelique Nord,Ombella M Poko,5.311977,17.09072,hpv_60,Yaloke,,monitor
28677,A2760,oui,problem,05/26/2018,DELEBAMA,,4.552421,18.51652,hpv_60,,0,eep
30915,A277,problem,problem,08/14/2018,AMADA GAZA ECOLE,mamberekadei,4.771814,15.19853,hpv_60,amadagaza,,monitor
22614,A279,non,non,09/14/2017,AMADA GAZA MC,mamberekadei,4.772686,15.20031,hpv_60,amadagaza,0,
28692,A2832,problem,non,06/04/2018,BOZOUM Station des filles de la misericorde,ouhampende,6.317095,16.36809,hpv_60,,48000,eep
731,A2882,oui,non,04/20/2012,Donzi2,,6.285263,18.35811,india_mark_2,,16000,
30855,A291,oui,problem,08/08/2018,GAMBOULA CENTRE DE SANTE,mamberekadei,4.12058,15.13833,hpv_60,gamboula,16000,eep
33426,A2917,oui,problem,10/23/2018,VANGUE 1,ombelampoko,4.884263,17.9965,hpv_60,Boali,8000,eep
20751,A2919,oui,problem,04/14/2017,SABONGO 2,ombelampoko,4.293581,18.45305,hpv_60,bimbo,0,
6902,A296,non,non,10/14/2014,DENGONA,mamberekadei,4.101523,15.15067,autres,gamboula,0,
26328,A298,problem,problem,03/19/2018,DORI,,3.906209,15.28782,hpv_60,,0,eep
30810,A298,problem,problem,08/04/2018,DORI,mamberekadei,3.906163,15.2878,hpv_60,dedemokouba,,monitor
18591,A2997,oui,non,11/08/2016,SOSSO NAKOMBO,mamberekadei,3.919989,15.50485,hpv_60,dedemokouba,9000,
19308,A3200,problem,non,02/19/2017,Bogoin 2,ombelampoko,5.138092,17.76803,hpv_60,bossembele,0,
34823,A3233,oui,problem,12/05/2018,ZERE QUARTIER BEZANSE 1,Ouham,6.433555,17.65763,india_mark_2,Bossangoa,0,eep
14071,A329,oui,non,12/14/2015,NASSOLE,mamberekadei,4.259893,15.37825,hpv_60,berberati,0,
14080,A330,non,non,12/15/2015,DOUBANGA,mamberekadei,4.243659,15.31314,hpv_60,gamboula,13500,
29028,A3306,oui,non,05/28/2018,Vangue 1A,,5.057677,18.79298,hpv_60,,0,eep
722,A3334,oui,non,04/24/2012,Mayele Baguiti1,,6.430443,17.92489,india_mark_3,,,
23676,A3353,oui,oui,11/15/2017,Bongomba 1,lobaye,3.746176,17.8168,hpv_60,mbaiki,0,2017-11-15 08:58:47
34931,A3353,oui,problem,12/09/2018,Bongomba 1,Lobaye,3.746203,17.81682,hpv_60,Mbaiki,20000,eep
22638,A338,oui,problem,09/16/2017,SORMA,mamberekadei,4.23975,15.30616,hpv_60,gamboula,0,
337,A340,non,non,02/13/2012,Adamou,,5.553064,16.45117,hpv_100,,,
24177,A3440,problem,problem,12/13/2017,Yenguere Tilo A,kemo,6.297298,19.22422,hpv_60,mala,0,
24084,A3471,non,problem,12/12/2017,Ngoundongo 2,kemo,6.077197,19.12716,hpv_60,dekoa,0,
29352,A3487,problem,problem,07/04/2018,Ngoumbele Centre Pedagogique,kemo,5.722473,19.18548,hpv_60,sibut,0,eep
270,A350,oui,non,02/20/2012,BETARA,,6.447061,16.36803,hpv_60,,16000,
29619,A3555,problem,problem,07/11/2018,Gou 1,kemo,6.397597,19.13306,hpv_60,dekoa,0,eep
26427,A356,problem,problem,03/09/2018,Lycée de bocaranga,,6.990617,15.64496,india_mark_2,,,monitor
6440,A37,oui,non,08/20/2014,BELAMBOKE 4,sanghambaere,3.403904,16.2328,hpv_60,nola,0,
25590,A370,problem,problem,01/31/2018,Bombalou,ouhampende,5.971156,16.54394,india_mark_2,bozoum,0,eep
26415,A397,non,non,03/09/2018,Gonon 1,,7.019683,15.63951,hpv_60,,0,eep
8138,A40,oui,non,12/15/2014,BEYA MC,sanghambaere,3.335725,16.18856,hpv_60,nola,0,
29220,A401,oui,problem,06/10/2018,KAKE,,6.83807,15.81474,hpv_60,,0,eep
22182,A404,oui,non,07/13/2017,Kokol,ouhampende,6.41563,16.34884,india_mark_2,bozoum,0,
9828,A425,oui,non,03/23/2015,Ndonga ,ouhampende,6.348881,16.27456,india_mark_2,bozoum,0,
23550,A436,problem,problem,10/26/2017,Qartier ganza,ouhampende,6.997357,15.64011,hpv_60,bocaranga,0,
19851,A441,oui,non,02/16/2017,SAINT JEAN,ouhampende,6.3124,16.38264,hpv_60,bozoum,0,
26490,A458,oui,problem,03/20/2018,Zole Pouzeke nord,,7.183747,15.73275,india_mark_2,,16000,eep
10344,A49,oui,non,04/21/2015,DEMABATEKE,mamberekadei,4.975623,16.2744,hpv_60,gadzi,0,
14952,A503,oui,non,01/30/2016,Bobandio,ombelampoko,4.576308,18.40076,hpv_60,bimbo,10000,
21840,A524,oui,problem,07/10/2017,BOGBAN 3,ombelampoko,5.247779,17.56884,hpv_60,bossembele,0,
24648,A561,oui,non,12/14/2017,BOSSEMBELE QTIER KPETENE,ombelampoko,5.268779,17.6471,hpv_60,bossembele,0,
22878,A567,oui,non,10/12/2017,BOUGOULA 1 MARCHE,ombelampoko,4.669246,18.20851,hpv_60,boali,15000,
29019,A587,oui,non,05/25/2018,Bozoubolo2,,4.965287,17.93056,hpv_60,,20000,eep
18681,A588,oui,non,11/18/2016,BOCARANGA CAMP Mission,ouhampende,6.983097,15.63761,hpv_60,bocaranga,32000,
29874,A59,oui,non,07/09/2018,GADZI 1 ECOLE,mamberekadei,4.780457,16.70311,hpv_60,gadzi,10000,eep
31860,A610,problem,problem,09/07/2018,BOGBOYO,Ombella M Poko,5.320009,17.08811,india_mark_2,Yaloke,,monitor
20760,A621,oui,non,05/11/2017,KOMBO,ombelampoko,4.559878,18.39056,hpv_60,boali,0,
22845,A646,oui,non,10/10/2017,NDERE 3,ombelampoko,4.559469,18.45049,hpv_60,bimbo,0,
21810,A653,problem,problem,07/08/2017,PAMA ECOLE,ombelampoko,5.032045,17.11228,hpv_60,yaloke,0,
21801,A661,oui,problem,07/08/2017,SAYERE POMPE 2,ombelampoko,5.095638,17.11912,hpv_60,yaloke,0,
21837,A672,non,non,07/10/2017,YEREMO 1,ombelampoko,5.238234,17.45386,hpv_60,bossembele,0,
