record_ID,well_ID,pump_fixed,pump_working,activity_date,village_name,prefecture,Latitude,Longitude,pump_type,sous_prefecture,payment,service_visit_type
24456,A3061,non,non,12/15/2017,Kounag,ouhampende,7.316265,15.78886,india_mark_2,ngaoundaye,13000,
490,A3084,non,non,03/17/2012,BOSSAKO,lobaye,4.266247,15.79529,india_mark_2,mbaiki,0,
23367,A320,oui,problem,11/12/2017,MOLAYE,mamberekadei,3.959549,15.17792,hpv_60,dedemokouba,16000,
720,A3336,oui,non,04/23/2012,Gbakaya,,6.88055,18.30527,india_mark_2,,,
27381,A3353,oui,problem,03/23/2018,Bongomba 1,,3.746203,17.81674,hpv_60,,10000,eep
29499,A3413,oui,problem,07/13/2018,Djoukou Centre de Sante,kemo,5.125201,19.40016,hpv_60,sibut,20000,eep
24159,A3446,problem,problem,12/13/2017,DAmiri,kemo,6.184016,19.41356,hpv_60,mala,0,
24135,A3454,problem,problem,12/13/2017,Tombe,kemo,6.080957,19.58419,hpv_60,dekoa,0,
23964,A3504,non,non,12/08/2017,Centre de santé de de galafondo,kemo,5.494892,19.12836,hpv_60,ndjoukou,0,2017-12-08 08:45:19
12202,A352,oui,non,07/28/2015,BOCAR GENDARMERIE,ouhampende,6.984629,15.64083,hpv_60,bocaranga,0,
2713,A372,oui,non,10/24/2013,Bodangui,ouhampende,5.741219,16.58955,hpv_60,bossemtele,0,
28989,A406,problem,problem,06/02/2018,KONAGUILA,,6.384689,16.34752,hpv_60,,17000,eep
25422,A416,non,non,01/16/2018,Manga,ouhampende,6.435075,16.17933,hpv_60,bozoum,0,eep
581,A531,non,non,03/28/2012,BOKEDE,ombelampoko,5.286137,17.15789,india_mark_2,bimbo,0,
2323,A623,oui,non,10/04/2013,KPAKALANDEKE,ombelampoko,4.609026,18.33913,hpv_60,bimbo,0,
534,A705,oui,non,03/23/2012,BOUSSOUKPE 2,lobaye,4.291351,17.0607,india_mark_2,mbaiki,12000,
27516,A727,oui,problem,03/31/2018,KASSAI GBAHORO,,4.322564,17.4604,india_mark_2,,20000,eep
737,A773,oui,non,04/17/2012,KOUKOULOU B,ombelampoko,4.461756,18.55145,hpv_60,bimbo,0,
28434,A781,oui,problem,04/20/2018,MICHEL PARISEL BANGUI,,4.432807,18.5363,hpv_60,,0,eep
2359,A784,oui,non,10/07/2013,NGOUKOMBA PONT,ombelampoko,4.547217,18.52229,hpv_60,bimbo,0,
2212,A952,oui,non,09/24/2013,GBOGBANDORO 3 YALOKE,ombelampoko,5.312385,17.10491,hpv_60,yaloke,0,
3559,A960,oui,non,11/26/2013,KAAKA,lobaye,3.649789,17.98111,india_mark_2,mbaiki,0,
3715,A989,oui,non,12/14/2013,PKETENE,lobaye,3.686069,18.05975,india_mark_2,mbaiki,0,
480,A996,oui,non,03/16/2012,BOUAKA 1 B,,4.020956,17.82629,india_mark_2,,15000,
28683,F1106,oui,non,06/04/2018,Bozoum ecole Prefectorale,,6.317618,16.37959,hydro_india,,0,eep
25887,F1436,non,non,02/28/2018,Association Chretien et Musulman pour la Paix .,,4.276823,15.78187,hpv_60,,,rapid_response
11968,F1458,oui,non,07/17/2015,Boukoko,lobaye,3.906628,17.91665,hpv_60,mbaiki,0,
16970,F1761,oui,problem,06/12/2016,Kota Makoundji,nanamambere,5.261045,15.94618,hpv_60,baoro,0,
17618,F1768,oui,non,06/02/2016,BOSSAMBO,ombelampoko,4.398066,18.46606,hpv_60,bimbo,0,
20874,F1795,non,non,05/09/2017,ZAORO PATA ECOLE.,mamberekadei,3.978238,16.16386,hpv_60,berberati,0,
15075,F306,non,non,02/04/2016,Lambi 2 Ouest,ombelampoko,4.682625,17.9372,hpv_60,boali,0,
21975,F325,non,non,07/05/2017,Bobandoro 1,ombelampoko,5.318919,17.09251,hpv_60,yaloke,0,
15078,F363,oui,non,02/04/2016,Bokoin,ombelampoko,,,hydro_india,boali,10000,
20298,F395,oui,problem,03/08/2017,KASSAI 2 BELLE MONTAGNE,mamberekadei,4.268823,15.80474,hpv_60,berberati,48000,
20889,F446,oui,problem,05/10/2017,CAVA 3 A,mamberekadei,4.25971,15.79889,hpv_60,berberati,0,
18438,F470,non,problem,10/25/2016,Berberati CA VA 1,mamberekadei,4.265307,15.79292,hpv_60,berberati,0,
17192,F503,oui,problem,07/01/2016,BATALI DE BERBERATI,mamberekadei,4.266606,15.78845,hpv_60,berberati,0,
16973,F575,oui,problem,06/13/2016,Gbangonzo,ombelampoko,5.387071,16.92859,hpv_60,yaloke,0,
7811,R239,oui,non,12/02/2014,Samba 2 India,ombelampoko,4.317588,18.45747,india_mark_2,bimbo,0,
19329,R396,oui,problem,02/20/2017,Boisse2,ombelampoko,4.945074,17.6493,hpv_60,bossembele,0,
22938,R563,oui,non,10/14/2017,BOYALI  Ecole,ombelampoko,5.053253,17.87777,hpv_60,boali,16000,
28842,R797,non,non,06/01/2018,Mbourouba,,5.102985,18.56328,hpv_60,,0,eep
33564,Z0074,oui,problem,11/07/2018,Mbaiki Bagrimi,,3.872741,17.99203,india_mark_2,,20000,eep
30243,A124,oui,problem,07/11/2018,BABOUA CAMPANG,nanamambere,5.806076,14.83657,hpv_60,baboua,16000,eep
30006,A276,problem,problem,07/02/2018,DOKO BODE Nouvelle Route,nanamambere,5.947236,15.50822,hpv_60,baboua,,monitor
8522,A294,non,non,01/15/2015,DEDE CTR MAIRIE,mamberekadei,3.934451,15.24108,hpv_60,dedemokouba,0,
30162,F1477,oui,problem,07/13/2018,Beloko 5,nanamambere,5.938616,14.60957,hpv_60,baboua,16000,eep
25983,A1069,non,non,03/03/2018,Bokayan dispensaire,,6.118423,15.85396,india_mark_2,,,monitor
25977,F132,non,non,03/03/2018,BOKAYAN 2A,,6.131493,15.87487,hpv_60,,,monitor
26388,A360,non,non,03/07/2018,BOHONG ADAMAWA,,6.491128,15.64476,india_mark_2,,,monitor
11443,A125,non,non,06/23/2015,BABOUA DOUANE,nanamambere,5.799035,14.82268,hpv_60,baboua,0,
30123,A127,oui,non,07/10/2018,BABOUA HOPITAL,nanamambere,5.788042,14.82387,hpv_60,baboua,16000,eep
827,A135,oui,non,04/21/2012,BAYANGA DIDI 1,,5.300846,15.79477,hpv_60,,16000,
19749,A1532,oui,non,02/21/2017,NZONGO M'POKO BAC,ombelampoko,4.361432,18.48345,hpv_60,bimbo,0,
9729,A1831,non,non,04/13/2015,BOMANDJOUKOU SOKAMBI,sanghambaere,2.637884,16.06931,hpv_60,bayanga,0,
14140,A2024,oui,non,12/22/2015,MOLEMBE,sanghambaere,4.246768,16.69949,hpv_60,bambio,0,
26973,A2077,oui,non,03/12/2018,Moungoumba Sud,,3.614756,18.59118,india_mark_2,,0,eep
23658,A2105,oui,oui,11/13/2017,BOUCHIA Hopital,lobaye,3.761416,18.16995,india_mark_2,mbaiki,0,2017-11-13 11:39:28
953,A256,non,non,05/19/2012,VALO VILLAGE,nanamambere,,,hpv_60,baoro,0,
2920,A288,decommissioned,decommissioned,11/08/2013,BEINA 1 CENTRE,mamberekadei,4.451884,15.01379,hpv_60,gamboula,0,
10867,A295,oui,non,06/07/2015,DEDE MBIKO,mamberekadei,3.935704,15.23389,hpv_60,dedemokouba,0,
16257,A327,oui,non,05/13/2016,NAO 2 CTR,mamberekadei,,,hpv_60,berberati,48000,
730,A3333,non,non,04/20/2012,Bodengue,,6.192365,18.3642,india_mark_3,,,
11533,A3343,non,non,06/11/2015,GBOGBANDORO 7,nanamambere,6.132427,15.88071,hpv_60,bouar,0,
3832,A703,oui,non,12/19/2013,BOUAKA 2,lobaye,4.014102,17.82536,hpv_60,mbaiki,0,
27465,A763,oui,non,03/28/2018,ZONGUEN,,4.15421,17.19112,hpv_60,,0,eep
1445,A807,non,non,07/08/2013,ZENGUI 1,sanghambaere,3.518378,16.05509,hpv_60,nola,0,
11437,A834,non,non,06/20/2015,Ngorom,nanamambere,5.838618,15.31549,india_mark_2,bouar,0,
30249,F124,non,non,07/11/2018,BABOUA PEOURI,nanamambere,5.808075,14.83466,hpv_60,baboua,,monitor
20745,F1856,oui,non,04/04/2017,Beboy 2 Ecole,ouhampende,7.38597,16.46727,hydro_india,paoua,0,
17762,F308,oui,non,07/18/2016,Boyali centre de Sante,ombelampoko,5.052699,17.87734,hpv_60,boali,16000,
33669,F682,oui,problem,10/25/2018,SERENGOTO,Nana Mambere,5.882209,15.38795,hpv_60_2000,Bouar,0,eep
30129,F712,oui,problem,07/10/2018,LYCEE BABOUA,nanamambere,5.807263,14.83033,hpv_60,baboua,16000,eep
17777,R557,non,non,07/19/2016,Mardoche Bogoyo 1,ombelampoko,4.820635,18.05381,hpv_60,boali,0,
30138,W033,problem,problem,07/11/2018,DOMGBAÏKE,nanamambere,5.773685,14.73374,hpv_60,baboua,,monitor
34595,Z0010,problem,problem,12/19/2018,Bossongo 4,,4.205941,18.25023,india_mark_2,,0,rapid_response
30090,A130,problem,problem,07/06/2018,BARDE,nanamambere,5.807353,15.00283,hpv_60,baboua,,monitor
30036,A181,oui,problem,07/04/2018,GARGA MBONGO,nanamambere,5.794456,15.11345,hpv_60,baboua,12000,eep
30288,A182,oui,problem,07/03/2018,GAROUA GAZOUINA,nanamambere,5.821625,15.20044,hpv_60,bouar,10000,eep
26751,A1926,oui,problem,03/21/2018,ASSOCIATON MEDAO,,3.230389,16.25515,hpv_60,,0,eep
17318,A2110,oui,non,07/08/2016,BAORO STATION EEB,nanamambere,5.697583,15.94343,hpv_60,baoro,16000,
28329,F86,oui,problem,06/05/2018,BOUAR FATIMA,,5.924719,15.58776,hpv_60,,16000,eep
13897,A229,non,non,12/10/2015,NGAIDOUA,nanamambere,5.893888,15.81853,hpv_60,bouar,0,
26214,A1570,non,non,03/23/2018,BANG PHARMACIE,,7.4781,15.54221,india_mark_2,,,monitor
23019,A2010,non,non,10/26/2017,Bogangolo nord,ombelampoko,5.580993,18.24772,hpv_60,bogangolo,0,
27357,A2055,decommissioned,non,03/22/2018,MOALE,,3.650279,17.34769,hpv_100,,0,eep
18951,A230,non,non,01/24/2017,NGBAFIO,mamberekadei,4.56964,15.78697,moino,berberati,0,
17027,A242,decommissioned,decommissioned,06/18/2016,CARNOT ONAF,mamberekadei,4.944992,15.8735,hpv_60,carnot,0,
18954,A261,non,non,01/24/2017,YABE DOKO,mamberekadei,4.603139,15.78641,moino,berberati,0,
29748,A3455,oui,non,07/09/2018,Neoroman ndjika,kemo,6.27186,19.25889,hpv_60,,0,eep
10401,A36,non,non,04/27/2015,BEINA,mamberekadei,4.472971,16.88688,moino,gadzi,0,
26373,A362,decommissioned,non,03/07/2018,FOYER CATHOLIQUE BOHONG,,6.497871,15.65275,hpv_60,,0,eep
29247,A449,oui,non,06/12/2018,Tole village,,6.576814,16.00628,hpv_60,,40000,eep
25713,A625,oui,non,02/23/2018,KPAKPA 2,,4.600694,18.44752,hpv_60,,0,eep
697,A902,non,non,04/28/2012,NGBOLO,bassekotto,5.178956,21.06874,hydro_india,alindao,0,
8105,A1035,oui,non,12/19/2014,YAMOUSSOUCRO SCAD 9,lobaye,3.646747,18.01717,hydro_india,mbaiki,20000,
32469,A1560,oui,problem,10/03/2018,BAORO Qtier bequa gbasseme,Nana Mambere,5.70363,15.95701,hpv_60,Baoro,0,eep
33399,A1709,problem,problem,10/22/2018,ZEREGONGO QTIER MPOKO,ombelampoko,4.538334,18.46819,hpv_60,Bimbo,,monitor
10398,A2080,oui,non,04/15/2015,BOTTO,lobaye,3.9062,17.99798,hpv_60,mbaiki,0,
13798,A267,non,non,12/04/2015,YORO ECOLE,nanamambere,5.25791,15.82048,hpv_60,baoro,0,
31374,A28,oui,problem,08/25/2018,BABONGO ECOLE,sanghambaere,3.012059,16.26163,hpv_60_2000,bayanga,16000,eep
10945,A326,oui,non,06/12/2015,NAO 1,mamberekadei,4.525385,15.31613,hpv_60,berberati,0,
1283,A327,oui,non,03/20/2013,NAO 2 CTR,mamberekadei,4.524336,15.31454,hpv_60,berberati,0,
30231,A3273,oui,problem,07/03/2018,ZOUNGBE,nanamambere,5.821543,15.25253,india_mark_2,bouar,,monitor
24078,A3473,non,problem,12/12/2017,Ngoundongo Ecole,kemo,6.051917,19.13299,hpv_60,dekoa,0,
27411,A716,non,non,03/26/2018,LOBE 1 Nord,,4.001013,17.82832,india_mark_2,,0,eep
2000,A744,oui,non,08/26/2013,NAZARETH,lobaye,3.720815,17.75999,hpv_60,mbaiki,0,
26607,A82,oui,problem,03/14/2018,MONASSAO 1 MC,,3.259716,16.24624,hpv_60,,16000,eep
26007,F112,non,non,03/27/2018,Wazet,,4.258099,15.4068,hpv_60,,0,eep
33687,W020,oui,problem,10/26/2018,BEA  MARCHER,Nana Mambere,5.84066,15.30458,hpv_60_2000,Bouar,0,eep
30300,W038,problem,problem,07/18/2018,YONGORO  BEDIMO,nanamambere,6.032619,15.52678,hydro_india,bouar,,monitor
13804,A136,oui,oui,12/05/2015,BAYANGA DIDI 2 MC,nanamambere,5.302908,15.79415,hpv_60,baoro,10000,
821,A242,non,non,04/18/2012,CARNOT ONAF,mamberekadei,4.944942,15.8735,hpv_60,carnot,0,
30051,A116,oui,problem,07/05/2018,ABBA 1,nanamambere,5.331508,15.15123,hpv_60,abba,16000,eep
26574,A1826,oui,problem,03/13/2018,SCED MARCHE,,3.400832,16.24966,hpv_60,,16000,eep
5726,A294,non,non,05/26/2014,DEDE CTR MAIRIE,mamberekadei,3.934472,15.24103,hpv_60,dedemokouba,0,
10641,A992,oui,non,04/29/2015,BOMELE LOKO - Bomolet,lobaye,3.639182,18.0553,india_mark_2,mbaiki,0,
5531,F479,oui,non,05/05/2014,ELEVAGE,mamberekadei,4.251931,15.79922,hpv_60,berberati,0,
9867,R449,oui,non,03/25/2015,Voudou1,ouhampende,6.299826,16.8147,india_mark_2,bozoum,0,
28281,A225,non,non,05/31/2018,NDONGUE BAC 2,,5.628202,15.59753,hpv_60,,,monitor
13867,A152,non,non,12/10/2015,BAORO CENTRE DE SANTE,nanamambere,5.698742,15.95289,moino,baoro,0,
978,A162,non,non,05/22/2012,DOBELE SARKI,mamberekadei,,,moino,carnot,0,
957,A162,non,non,05/22/2012,DOBELE SARKI,mamberekadei,,,moino,carnot,0,
955,A2296,non,non,05/21/2012,SAMBA BOUGOULOU 1,nanamambere,5.41924,15.97296,autres,baoro,0,
1391,A242,non,non,06/27/2013,CARNOT ONAF,mamberekadei,,,hpv_60,carnot,0,
7613,A272,non,non,10/12/2014,ZAWA,nanamambere,5.534605,15.94163,hpv_60,baoro,0,
864,A3342,oui,non,04/30/2012,Bokayan MC,,6.115726,15.85292,hpv_60,,16000,
25968,A3343,non,non,03/03/2018,Bobazoro MC,,6.132466,15.88073,hpv_60,,,monitor
14284,A1017,oui,non,12/10/2015,BOYO,lobaye,4.387689,17.31788,india_mark_2,boganda,0,
34577,A1031,problem,problem,12/19/2018,KPEKETO,lobaye,4.177658,18.23455,india_mark_2,mbaiki,0,eep
34568,A1032,problem,problem,12/19/2018,BOGBATE,lobaye,4.158154,18.23514,india_mark_2,mbaiki,0,eep
1949,A1035,oui,non,08/23/2013,YAMOUSSOUCRO SCAD 9,lobaye,3.646794,18.01712,hydro_india,mbaiki,0,
34304,A1049,oui,problem,12/04/2018,Boda Ali,lobaye,4.315485,17.46682,india_mark_2,boda,0,eep
18372,A105,non,non,11/16/2016,SCED QTIER OMBELA,sanghambaere,3.402234,16.24707,hpv_60,nola,0,
26508,A106,oui,non,03/02/2018,TANGA MAIRIE,,3.523864,16.05845,hpv_60,,16000,eep
7886,A1065,non,non,12/16/2014,SALO ECOLE PREFECTOR 1,sanghambaere,3.184074,16.11906,hpv_60,bayanga,0,
29880,A107,non,non,07/10/2018,TAWI,mamberekadei,4.771984,16.72484,hpv_60,gadzi,0,eep
13618,A1072,oui,non,11/30/2015,Boukaya musulman,ouhampende,6.879946,15.55318,hpv_60,bocaranga,0,
6551,A109,non,non,09/06/2014,WATONGO,sanghambaere,3.624836,16.12138,hpv_60,nola,0,
31368,A113,oui,problem,08/25/2018,YONDO ECOLE,sanghambaere,3.039649,16.26881,hpv_60_2000,bayanga,0,eep
19671,A1532,non,non,02/10/2017,NZONGO M'POKO BAC,ombelampoko,4.361454,18.48343,hydro_india,bimbo,0,
2542,A1552,oui,non,10/05/2013,Taley centre,ouhampende,6.674429,16.3714,india_mark_2,paoua,0,
7430,A1557,oui,oui,10/11/2014,YORO PDSV 2,nanamambere,5.256126,15.82108,hpv_60,baoro,16000,
4985,A1558,oui,non,04/03/2014,Yoro pdsv 1,nanamambere,,,hpv_60,baoro,15000,
18342,A1563,non,non,11/14/2016,MBANZA MARCHE NORD,sanghambaere,3.55298,16.13366,hpv_60,nola,0,
22731,A1565,non,non,09/09/2017,NOLA QTIER DENGBA,sanghambaere,3.510186,16.05982,hpv_60,nola,0,
17849,A1586,non,non,07/25/2016,IMOHORO SUD,ombelampoko,4.729261,18.61676,india_mark_4,bimbo,0,
26733,A1615,oui,problem,03/17/2018,CENTRE DE FORMATION BAYAKA,,2.902602,16.26526,hpv_60,,16000,eep
26649,A1616,problem,problem,03/19/2018,EEB BAYANGA ET MC,,2.91469,16.26076,hpv_60,,,monitor
7505,A165,non,non,10/28/2014,DOKO BODE,nanamambere,5.941436,15.50835,hpv_60,bouar,0,
34511,A1716,oui,problem,12/15/2018,PISSA QTIER SANGALA,lobaye,4.056589,18.1976,india_mark_2,MBaiki,20000,eep
5063,A172,oui,oui,04/11/2014,LA VALLEE EEB BOUAR,nanamambere,5.932755,15.59133,hydro_india,bouar,0,
33888,A175,oui,problem,10/29/2018,Fambele 1,Nana Mambere,5.785521,15.07472,hpv_60_2000,Baboua,0,eep
7526,A178,non,non,10/30/2014,GALLO ECOLE,nanamambere,5.800529,15.16977,hpv_60,baboua,0,
17108,A1806,problem,non,06/24/2016,MBANGOU GNEGALIA,mamberekadei,3.991176,15.17905,hpv_100,dedemokouba,0,
7562,A183,oui,non,11/05/2014,GBALAMO,nanamambere,6.309499,15.11111,hpv_60,bouar,0,
28362,A185,oui,problem,05/24/2018,BAWI MARCHER,,5.615465,16.25259,hpv_60,,0,eep
9002,A191,oui,non,02/19/2015,GOUNTE,nanamambere,5.773142,14.73232,hpv_60,baboua,0,
14817,A192,non,non,01/27/2016,Hopital de carnot,mamberekadei,4.936892,15.87677,hpv_60,carnot,0,
17030,A192,non,non,06/18/2016,Hopital de carnot,mamberekadei,4.936918,15.87683,hpv_60,carnot,0,
31320,A1924,oui,problem,08/27/2018,KOUNDA PAPAYE EEB,sanghambaere,3.093605,16.2192,hpv_60_2000,bayanga,8500,eep
28326,A193,non,non,06/05/2018,Hopital prefectoral de bouar,,5.932601,15.59619,hpv_60,,0,eep
2866,A1961,oui,non,11/02/2013,DEDE 1,mamberekadei,3.931906,15.24291,hpv_60,dedemokouba,16000,
3658,A2040,oui,non,11/30/2013,BAKOTA LIBERTE,lobaye,3.722866,17.56544,hpv_60,mbaiki,0,
1085,A2098,non,non,06/14/2012,MONGOUMBA CENTRE DE FORMATIONS DE PYGME,lobaye,3.644006,18.59287,india_mark_2,mongoumba,0,
7481,A212,non,non,10/20/2014,BOUAR MAISON D ARRET,nanamambere,5.938554,15.59375,hpv_60,bouar,0,
16961,A213,oui,non,06/10/2016,MASSINA,mamberekadei,4.630409,15.78648,hpv_60,berberati,0,
28425,A2186,non,non,05/26/2018,BAORO CENTRE SOCIAL,,5.697307,15.95204,hpv_60,,,monitor
31713,A220,problem,problem,09/14/2018,NANDOBO MC,Mambere Kadei,4.65884,15.79921,hpv_60_2000,Berberati,,monitor
7553,A224,non,non,10/31/2014,NDIBA 2,nanamambere,5.824218,14.95474,hpv_60,baboua,0,
22368,A226,oui,non,07/20/2017,NDONGUE BAC 2 SUD MC,nanamambere,5.62638,15.5967,hpv_60,bouar,0,
9026,A2273,oui,non,02/20/2015,BABOUA TONGO 2 qtier,nanamambere,5.800624,14.84369,hpv_60,baboua,0,
7604,A237,oui,non,11/12/2014,Nguerenguere,nanamambere,5.630294,15.8969,hpv_60,baoro,0,
6785,A241,non,non,09/30/2014,NZEMBE,mamberekadei,4.918409,15.84872,hpv_60,carnot,0,
28419,A2446,oui,problem,05/22/2018,BAORO MC SOEURS N 2,,5.696285,15.95051,india_mark_2,,16000,eep
28377,A259,oui,problem,05/30/2018,WANTIGUERA MC,,5.934774,15.64612,hpv_60,,0,eep
33519,A2605,oui,non,10/31/2018,YEREMON 3,ombelampoko,5.233283,17.44928,hpv_60,Bossembele,0,eep
13954,A262,non,non,12/17/2015,YANGBA,nanamambere,5.699755,15.63125,india_mark_2,bouar,0,
800,A2625,oui,non,04/26/2012,DAMARA GENDARMERIE,,,,hpv_60,,0,
13801,A268,oui,non,12/04/2015,YORO MOSQ,nanamambere,5.259502,15.81955,hpv_60,baoro,0,
33654,A276,oui,problem,10/25/2018,DOKO BODE Nouvelle Route,Nana Mambere,5.94729,15.50824,hpv_60_2000,Baboua,0,eep
7700,A2807,decommissioned,decommissioned,11/01/2014,NGORET,nanamambere,5.913058,15.41138,hpv_60,bouar,0,
2923,A289,oui,non,11/08/2013,BEINA 1EEB,mamberekadei,4.456324,15.01148,hpv_60,gamboula,0,
14041,A294,oui,non,12/08/2015,DEDE CTR MAIRIE,mamberekadei,3.934441,15.24098,hpv_60,dedemokouba,0,
3028,A303,non,non,11/16/2013,GBAMBIA 2,mamberekadei,4.792262,14.98121,hpv_100,amadagaza,0,
939,A3031,oui,non,05/15/2012,CANTONNIER MC,nanamambere,5.905201,14.55399,hpv_60,baboua,16000,
3016,A304,non,non,11/16/2013,GBAMBIA 3 DISP,mamberekadei,4.790093,14.98004,hpv_100,amadagaza,0,
844,A3041,non,non,04/24/2012,MBORMO MC,,5.615064,16.16914,hpv_60,,0,
12229,A3069,non,non,07/28/2015,KOUNGAROU,ouhampende,7.079288,15.75435,hpv_60,bocaranga,0,
24573,A3069,oui,non,12/20/2017,KOUNGAROU,ouhampende,7.079259,15.75433,hpv_60,bocaranga,13500,
2989,A309,oui,non,11/13/2013,KIBA,mamberekadei,4.160787,15.19787,hpv_60,gamboula,0,
32376,A3104,oui,problem,09/27/2018,DOBERE KATARA MC,Nana Mambere,5.595215,16.37618,hpv_60,Baoro,20000,eep
8459,A319,non,non,01/10/2015,GAMBOULA MC,mamberekadei,4.123392,15.13104,hpv_60,gamboula,0,
34286,A3250,oui,problem,12/01/2018,BODA LYCEE PIERE KALEK,lobaye,4.310521,17.46536,hpv_60_2000,Boda,0,eep
16263,A328,oui,non,05/13/2016,NAO 3 MARCHE,mamberekadei,,,hpv_60,berberati,10000,
8168,A3290,oui,non,12/19/2014,YANDOUMBE ECOLE 2,sanghambaere,2.885579,16.26474,hpv_60,bayanga,16000,
347,A3323,non,non,02/15/2012,Gbago sainte therese,,,,hpv_60,,,
18132,A3353,oui,problem,11/01/2016,Bongomba 1,lobaye,3.746145,17.81685,hpv_60,mbaiki,0,
4060,A3368,non,non,01/16/2014,Fambele 3,nanamambere,5.784871,15.07702,hpv_60,baboua,0,
23982,A3498,non,non,12/08/2017,Kangamote,kemo,5.639675,19.08772,hpv_60,sibut,0,2017-12-08 12:52:56
25269,A3525,non,non,01/26/2018,MANDAYEBA,ouaka,5.845671,20.64111,india_mark_2,bambari,0,eep
12130,A416,oui,non,07/17/2015,MANGA,ouhampende,6.435131,16.17929,hpv_60,bozoum,0,
15820,A429,oui,non,03/21/2016,Noukouana,nanamambere,6.042114,15.54822,hpv_60,bouar,0,
4616,A440,oui,non,03/22/2014,SAINT ANTOINE,ouhampende,6.323142,16.38182,hpv_60,bozoum,0,
33366,A503,oui,problem,10/22/2018,BOBANDJIO,ombelampoko,4.576333,18.4008,hpv_60,Bimbo,0,eep
28596,A567,oui,non,05/22/2018,BOUGOULA 1 MARCHE,,4.669244,18.2085,hpv_60,,20000,eep
34005,A617,oui,problem,11/05/2018,KANA,Ouham,6.258956,17.44326,india_mark_2,Bossangoa,0,eep
28953,A618,non,decommissioned,05/21/2018,KASSIYEMBE,,4.602734,18.3509,hpv_60,,0,eep
607,A644,oui,non,04/02/2012,NDERE 1,ombelampoko,4.560766,18.44979,hpv_60,bimbo,16000,
24786,A645,non,non,01/17/2018,NDERE 2,ombelampoko,4.560656,18.4498,hpv_60,bimbo,,eep
26622,A68,oui,non,03/16/2018,LINDOMBO EEB,,2.700663,16.10379,hpv_60,,16000,eep
27510,A707,oui,problem,03/30/2018,BODA CAMP GARDE,,4.317512,17.46226,hpv_60,,0,eep
34292,A715,oui,problem,12/03/2018,SAMBOLI ECOLE,Lobaye,4.311612,17.47765,hpv_60_2000,Boda,16000,eep
31227,A72,oui,problem,08/10/2018,MBAMINA,sanghambaere,3.408641,15.65027,hpv_60_2000,nola,16000,eep
34322,A729,oui,problem,12/06/2018,KOLONGO,lobaye,4.321589,17.46121,india_mark_2,boda,16000,eep
34469,A754,oui,problem,12/14/2018,PISSA MOKOTAMBA,lobaye,4.049108,18.19046,hpv_60_2000,mbaiki,16000,eep
26544,A76,oui,problem,03/10/2018,NOLA MC,,3.531888,16.03886,hpv_60,,16000,eep
16683,A804,oui,non,05/24/2016,BATALI YANDOUMBE BAYANGA,sanghambaere,2.893499,16.26575,hpv_60,bayanga,16000,
25308,A827,oui,non,01/30/2018,MBAYE 1,,4.533121,18.49051,hpv_60,,0,eep
25314,A948,oui,problem,01/31/2018,SAKAI 1,,4.421342,18.47224,hpv_60,,0,eep
7622,A950,oui,non,10/13/2014,GARVAKAHRANG,nanamambere,5.614325,16.14417,hpv_60,baoro,0,
16713,A96,oui,non,05/26/2016,NGUENGUELI,sanghambaere,3.245206,16.25466,hpv_60,bayanga,0,
22089,F111,oui,non,07/05/2017,Pate GBONEMBOLO,nanamambere,,,hpv_60,baoro,0,
26334,F1115,non,non,03/02/2018,BADALI 3,,6.305483,16.53397,hydro_india,,,monitor
22587,F112,non,non,09/13/2017,Wazet,mamberekadei,4.258037,15.40679,hpv_60,berberati,0,
28356,F1124,oui,problem,05/22/2018,Paroisse catholique baoro,,5.694797,15.95106,hydro_india,,16000,eep
10951,F1133,non,non,06/17/2015,NANDOBO GENDARMERIE,mamberekadei,4.667662,15.80033,hpv_100,berberati,0,
19155,F1181,oui,non,02/13/2017,BOUKANGA 3,ombelampoko,5.285531,17.27762,india_mark_2,yaloke,0,
15403,F1315,non,non,03/22/2016,BOANI BOGBAYERE 1,ombelampoko,5.237999,17.376,india_mark_2,yaloke,0,
17717,F1507,oui,non,07/15/2016,Mandjo 1,ombelampoko,4.726178,18.0122,hpv_60,boali,0,
19812,F1845,non,non,02/11/2017,Bozoum Sang baye2,ouhampende,6.334836,16.33647,hpv_60,bozoum,0,
20742,F1868,oui,non,04/03/2017,Ecole Carrefour Pende Ecole,ouhampende,7.200312,16.41211,hydro_india,paoua,0,
17789,F363,oui,non,07/20/2016,Bokoin,ombelampoko,4.713875,18.18708,hpv_60,boali,0,
17201,F422,non,non,07/01/2016,Moinam 2,mamberekadei,4.273819,15.78346,hpv_60,berberati,0,
18489,F479,problem,problem,10/28/2016,ELEVAGE,mamberekadei,4.252376,15.79927,hpv_60,berberati,0,
18462,F554,non,problem,10/27/2016,NAOUYA,mamberekadei,4.27316,15.79858,hpv_60,berberati,0,
11947,F575,oui,oui,07/10/2015,Gbangonzo,ombelampoko,5.387066,16.92849,hpv_60,yaloke,0,
24636,F587,non,non,12/13/2017,Ngaoui,ombelampoko,5.302872,17.11869,hpv_60,yaloke,0,
28275,F685,oui,non,05/31/2018,ZOTOUA 2,,5.731273,15.61713,hpv_60,,10000,eep
26187,F74,problem,problem,03/22/2018,Ecole associe catholique sainte lucie de nzoro,,7.36514,15.72566,hpv_60,,,monitor
26484,R310,problem,problem,03/14/2018,GBOUKOUL,,7.066003,15.89458,india_mark_2,,0,eep
