record_ID,well_ID,service_visit_type,village_name,prefecture,pump_working,pump_fixed,activity_date,Latitude,Longitude,pump_type,payment,team_number,sous_prefecture,wells::mission_id,,,,
35378,F1998,rapid_response,Eglise Cooperation de Longote Berberati,mamberekadei,oui,oui,01/03/2019,4.263315,15.8008,hpv_60_2000,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_1,,,,
35354,A50,eep,BANIA DISP EEB,mamberekadei,oui,oui,01/03/2019,4.000021,16.10897,hpv_60,20000,bti_rapid_response,berberati,Moto_Berberati_Groupe_5,,,,
35360,F1977,rapid_response,ÉNERCA,,non,oui,01/04/2019,4.250058,15.78331,hpv_60_2000,0,bti_rapid_response,,Moto_Berberati_Groupe_1,,,,
35357,F2136,eep,YABEDOKO,mamberekadei,oui,oui,01/04/2019,4.60316,15.78667,hpv_100,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_4,,,,
35363,F2115,eep,Dong bolo /fada 2,mamberekadei,oui,oui,01/07/2019,4.248755,15.59401,hpv_60_2000,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_2,,,,
35432,R745,monitor,Mont carmel sud,ombelampoko,problem,problem,01/10/2019,4.341408,18.50477,hpv_60,,eep_4,bimbo,Moto_Bangui_Groupe_3,,,,
35429,A790,eep,TOUNGOUFARA,ombelampoko,oui,oui,01/10/2019,4.461128,18.51302,hpv_60,0,eep_4,bimbo,Moto_Bangui_Groupe_5,,,,
35426,A1527,eep,DAZITHO,ombelampoko,problem,oui,01/10/2019,4.518288,18.47219,hpv_60,0,eep_4,bimbo,Moto_Bangui_Groupe_5,,,,
35366,A1737,eep,Likaya Village EEB,mamberekadei,oui,oui,01/10/2019,4.059523,16.15182,hpv_60,0,bti_rapid_response,Berberati,Moto_Berberati_Groupe_5,,,,
35375,F2121,eep,CITE CATHOLIQUE 1,mamberekadei,oui,oui,01/11/2019,4.660454,15.79928,hpv_60_2000,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_4,,,,
35435,A2289,eep,BANGUI PK 10,ombelampoko,non,oui,01/14/2019,4.445664,18.52952,hpv_60,0,eep_4,bimbo,Moto_Bangui_Groupe_5,,,,
35369,F2112,eep,Barka basso,mamberekadei,oui,oui,01/14/2019,4.230577,15.65186,hpv_60_2000,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_2,,,,
35372,A10,rapid_response,BERBERATI HOPITAL 2,mamberekadei,oui,oui,01/15/2019,4.262184,15.78956,hpv_60,25000,bti_rapid_response,Berberati,Moto_Berberati_Groupe_1,,,,
35438,A1813,eep,BIMBO ST KISITO LYCEE COLLEGE LYCEE SAINT KIZITO,ombelampoko,problem,oui,01/16/2019,4.458387,18.51036,hpv_60,0,eep_4,Bimbo,Moto_Bangui_Groupe_5,,,,
35384,A2997,eep,SOSSO Nakombo,mamberekadei,problem,oui,01/16/2019,3.919982,15.50484,hpv_60,16000,bti_rapid_response,dedemokouba,Moto_Berberati_Groupe_3,,,,
35381,A1930,rapid_response,SOSSO NAKOMBO SIRET,mamberekadei,problem,oui,01/16/2019,3.907706,15.50145,hpv_60,0,bti_rapid_response,dedemokouba,Moto_Berberati_Groupe_3,,,,
35387,F1802,eep,Barka Pandi,mamberekadei,oui,oui,01/17/2019,4.188941,15.93884,hpv_60,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_5,,,,
35390,A129,eep,BANZOUM,mamberekadei,oui,oui,01/18/2019,4.327668,15.81361,hpv_60_2000,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_4,,,,
35444,Z122,eep,DOMOKIA,,problem,oui,01/21/2019,4.967841,18.69613,hpv_60,20000,eep_4,,OM_Groupe_2,,,,
35441,Z202,eep,Delebama 3,ombelampoko,non,oui,01/21/2019,4.554175,18.51541,india_mark_2,0,eep_4,bimbo,Moto_Bangui_Groupe_6,,,,
35414,A587,eep,Bozoubolo2,ombelampoko,problem,oui,01/21/2019,4.965304,17.93061,hpv_60,0,eep_2,boali,OM_Groupe_4,,,,
35393,F2118,eep,Mbobet Ndokon,mamberekadei,oui,oui,01/21/2019,4.245771,15.48898,hpv_60_2000,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_2,,,,
35471,A3516,eep,Sibut Hopital,kemo,problem,oui,01/22/2019,5.734535,19.0833,hpv_60,0,eep_4,sibut,Kemo_Groupe_2,,,,
35465,A3417,eep,Trogama,kemo,problem,oui,01/22/2019,5.807573,19.11933,hpv_60,20000,eep_4,sibut,Kemo_Groupe_3,,,,
35456,A3416,eep,Boubou,kemo,oui,oui,01/22/2019,5.785532,19.10196,hpv_60,0,eep_4,sibut,Kemo_Groupe_3,,,,
35450,A3415,eep,Bobatoua,kemo,oui,oui,01/22/2019,5.779808,19.0978,hpv_60,0,eep_4,sibut,Kemo_Groupe_3,,,,
35453,A937,eep,GBANGAYANGA CENTRE,ouham,problem,problem,01/22/2019,6.814923,17.23162,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35447,X37,monitor,Tondori,ouham,problem,problem,01/22/2019,6.84426,17.27261,india_mark_2,,eep_2,bossangoa,Ouham_Groupe_5,,,,
35420,X36,eep,Bofiota,ouham,non,oui,01/22/2019,6.848502,17.27795,india_mark_2,1,eep_2,bossangoa,Ouham_Groupe_5,,,,
35417,A580,eep,BOZELE 2 NANA BAKASSA,ouham,oui,oui,01/22/2019,6.658159,17.42711,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_3,,,,
35498,A3421,eep,Kpakou1,kemo,oui,oui,01/23/2019,5.912997,19.14813,hpv_60,0,eep_4,sibut,Kemo_Groupe_3,,,,
35492,A3420,eep,Kene Bindi,kemo,oui,oui,01/23/2019,5.871515,19.14257,hpv_60,0,eep_4,sibut,Kemo_Groupe_3,,,,
35486,A3419,eep,M'etonne cafe,kemo,oui,oui,01/23/2019,5.819795,19.13543,hpv_60,0,eep_4,sibut,Kemo_Groupe_3,,,,
35480,A3558,eep,Boukoute 3,,oui,oui,01/23/2019,5.812491,19.13063,hpv_60,0,eep_4,,Kemo_Groupe_3,,,,
35474,A3418,eep,Tada,kemo,oui,oui,01/23/2019,5.810911,19.12797,hpv_60,0,eep_4,sibut,Kemo_Groupe_3,,,,
35948,A109,monitor,WATONGO,sanghambaere,non,non,01/23/2019,3.624788,16.1214,hpv_60,0,eep_3,nola,SM_Groupe_1,,,,
35945,W051,monitor,NYEMELE,sanghambaere,non,non,01/23/2019,3.658539,16.15333,india_mark_2,0,eep_3,nola,SM_Groupe_1,,,,
35942,A53,monitor,DOMALE,sanghambaere,non,decommissioned,01/23/2019,3.684647,16.17734,hpv_60,,eep_3,nola,SM_Groupe_1,,,,
35936,F288,monitor,KATAKPO Mboussa,sanghambaere,non,non,01/23/2019,3.814404,16.28002,hpv_60,0,eep_3,nola,SM_Groupe_1,,,,
35933,A2580,eep,YAMANDO,sanghambaere,non,non,01/23/2019,3.848003,16.30309,moino,0,eep_3,Nola,SM_Groupe_1,,,,
35930,A2026,monitor,Massangai Bambio Bayaka,sanghambaere,non,decommissioned,01/23/2019,3.93981,16.968,hpv_60,,eep_3,bambio,Lobaye_Groupe_10,,,,
35924,A2019,eep,Bambio Combatant,sanghambaere,non,decommissioned,01/23/2019,3.946462,16.96035,hpv_60,,eep_3,bambio,Lobaye_Groupe_10,,,,
35483,A893,eep,BODALI 2 nord,ouham,oui,oui,01/23/2019,6.779444,17.27315,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35477,A915,eep,BODALI 1 sud,ouham,oui,oui,01/23/2019,6.781562,17.27128,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35468,A917,eep,GBANGAYANGA BONGOLO,ouham,problem,problem,01/23/2019,6.811868,17.2344,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35462,A919,eep,GBANGAYANGA CENTRE 2,ouham,non,non,01/23/2019,6.812031,17.23331,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35459,A932,eep,GBANGAYANGA BOGBOLO,ouham,non,decommissioned,01/23/2019,6.814025,17.22952,india_mark_2,0,eep_2,bossangoa,,,,,
35519,A3425,eep,Djandola 2,kemo,oui,oui,01/24/2019,6.026236,19.13352,hpv_60,0,eep_4,sibut,Kemo_Groupe_3,,,,
35513,A3424,eep,Koba,kemo,oui,oui,01/24/2019,5.987614,19.13926,hpv_60,0,eep_4,sibut,Kemo_Groupe_3,,,,
35510,A3423,eep,Kanguere,kemo,oui,oui,01/24/2019,5.954227,19.14091,hpv_60,0,eep_4,sibut,Kemo_Groupe_3,,,,
35504,A3422,eep,Kpakou,kemo,oui,oui,01/24/2019,5.915992,19.14803,hpv_60,0,eep_4,sibut,Kemo_Groupe_3,,,,
35966,A55,eep,ECOLE MAMBERE,sanghambaere,problem,oui,01/24/2019,3.524014,16.06085,hpv_60,20000,eep_3,Nola,SM_Groupe_1,,,,
35963,A58,eep,NOLA EGLISE APOSTOLIQUE ZENGUI 4,sanghambaere,problem,oui,01/24/2019,3.516448,16.05955,hpv_60,20000,eep_3,Nola,SM_Groupe_1,,,,
35960,A47,eep,SAMARI CENTRE MED BON,sanghambaere,problem,oui,01/24/2019,3.524272,16.06348,hpv_60,16000,eep_3,Nola,SM_Groupe_1,,,,
35954,A1564,eep,MASSEKE,sanghambaere,problem,oui,01/24/2019,3.587847,16.07981,hpv_60,16000,eep_3,nola,SM_Groupe_1,,,,
35516,A543,eep,BONA 2,ouham,problem,problem,01/24/2019,6.666038,17.37515,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35507,A888,eep,GADE GASSA,ouham,non,non,01/24/2019,6.752206,17.30279,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35501,A916,eep,GBANGAYANGA KOUTOU,ouham,oui,oui,01/24/2019,6.811005,17.23533,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35495,X38,eep,Bogbara,ouham,oui,oui,01/24/2019,6.715431,17.33238,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35489,A860,eep,BOZALI,ouham,oui,oui,01/24/2019,6.710998,17.33412,hpv_60,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35888,F97,eep,CAMP LECLERC,nanamambere,problem,oui,01/24/2019,5.927011,15.62624,hpv_60_2000,0,eep_2,bouar,NM_Groupe_3,,,,
35897,A276,eep,DOKO BODE Nouvelle Route,nanamambere,problem,problem,01/24/2019,5.947285,15.50826,hpv_60_2000,0,eep_1,baboua,NM_Groupe_4,,,,
35894,A264,eep,YENGA MC,nanamambere,oui,oui,01/24/2019,5.902602,15.45246,hpv_60_2000,20000,eep_1,bouar,NM_Groupe_4,,,,
35891,W019,eep,YENGA VILLAGE CENTRE,nanamambere,problem,oui,01/24/2019,5.909667,15.45422,hpv_60_2000,20000,eep_1,bouar,NM_Groupe_4,,,,
35885,W072,eep,CAMP LECLERC -C I E B,nanamambere,oui,oui,01/24/2019,5.928233,15.62639,india_mark_2,0,eep_1,bouar,NM_Groupe_3,,,,
35396,A1832,eep,WOTORO,mamberekadei,non,non,01/24/2019,4.24004,15.84477,hpv_60,0,bti_rapid_response,Beti,Moto_Berberati_Groupe_5,,,,
35546,A3471,eep,Ngoundongo 2,kemo,oui,oui,01/25/2019,6.077153,19.12713,hpv_60,0,eep_4,dekoa,Kemo_Groupe_3,,,,
35540,A3472,eep,Ngoundongo 1,kemo,oui,oui,01/25/2019,6.057392,19.13159,hpv_60,0,eep_4,dekoa,Kemo_Groupe_3,,,,
35537,A3473,eep,Ngoundongo Ecole,kemo,non,non,01/25/2019,6.051934,19.13298,hpv_60,0,eep_4,dekoa,Kemo_Groupe_3,,,,
35531,A3474,eep,Balawa,kemo,oui,oui,01/25/2019,6.045789,19.1335,hpv_60,0,eep_4,dekoa,Kemo_Groupe_3,,,,
35525,A3426,eep,Djandola 1,kemo,oui,oui,01/25/2019,6.03394,19.13396,hpv_60,0,eep_4,dekoa,Kemo_Groupe_3,,,,
35987,A57,eep,NOLA EEF,sanghambaere,problem,oui,01/25/2019,3.521263,16.06122,hpv_60,20000,eep_3,nola,SM_Groupe_1,,,,
35981,F2157,eep,MAD namboui 6,sanghambaere,oui,oui,01/25/2019,3.530861,16.06281,hpv_60,0,eep_3,nola,SM_Groupe_1,,,,
35978,A102,eep,TANGA Centre 2,sanghambaere,problem,oui,01/25/2019,3.523015,16.05772,hpv_60,20000,eep_3,Nola,SM_Groupe_1,,,,
35975,A106,eep,TANGA MAIRIE,sanghambaere,problem,oui,01/25/2019,3.523869,16.05846,hpv_60,20000,eep_3,Nola,SM_Groupe_1,,,,
35972,F2160,eep,MAD ecole metezoua,sanghambaere,non,oui,01/25/2019,3.520946,16.06308,hpv_60,0,eep_3,nola,SM_Groupe_1,,,,
35549,A551,eep,BONINI,ouham,non,oui,01/25/2019,6.662891,17.37724,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35543,A514,eep,BODOUK,ouham,oui,oui,01/25/2019,6.6572,17.38015,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35534,A517,eep,BOFILI,ouham,oui,oui,01/25/2019,6.605884,17.38349,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35528,A978,eep,BOSSEKE,ouham,problem,problem,01/25/2019,6.603046,17.38212,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35522,A594,eep,BOZELE NDOROMBOLI,ouham,problem,problem,01/25/2019,6.587674,17.38,india_mark_2,0,eep_2,bossangoa,Ouham_Groupe_5,,,,
35921,F1567,eep,Ecole Bea,nanamambere,non,decommissioned,01/25/2019,5.835615,15.29791,hydro_india,0,eep_1,bouar,,,,,
35918,A137,eep,BEA EEB,nanamambere,problem,oui,01/25/2019,5.836738,15.30027,hydro_india,0,eep_1,bouar,NM_Groupe_4,,,,
35915,W020,eep,BEA MARCHER,nanamambere,problem,problem,01/25/2019,5.840645,15.30456,hpv_60_2000,0,eep_1,bouar,NM_Groupe_4,,,,
35912,A834,eep,NGORET,nanamambere,oui,oui,01/25/2019,5.838551,15.31543,india_mark_2,0,eep_1,bouar,NM_Groupe_4,,,,
35909,F682,eep,SERENGOTO,nanamambere,problem,oui,01/25/2019,5.882174,15.38796,hpv_60_2000,0,eep_1,bouar,NM_Groupe_4,,,,
35906,W037,eep,DAÏ QTIER BOYA,nanamambere,non,non,01/25/2019,5.902751,15.41474,india_mark_2,0,eep_1,bouar,NM_Groupe_4,,,,
35903,F857,eep,Yole ecole maternelle,nanamambere,oui,oui,01/25/2019,5.954245,15.52934,hpv_60_2000,40000,eep_1,bouar,NM_Groupe_3,,,,
35900,W072,eep,YOLE BOUABOUZIKI chapelle,nanamambere,non,oui,01/25/2019,5.956034,15.52963,india_mark_2,40000,eep_1,bouar,NM_Groupe_3,,,,
35402,F2133,eep,NANDOBO 1 ( A ),mamberekadei,oui,oui,01/25/2019,4.660689,15.79471,hpv_60_2000,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_4,,,,
35399,F2136,eep,YABEDOKO,mamberekadei,oui,oui,01/25/2019,4.603172,15.78667,hpv_100,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_4,,,,
35567,A3446,eep,Damiri,kemo,oui,oui,01/26/2019,6.184005,19.41362,hpv_60,0,eep_4,mala,Kemo_Groupe_5,,,,
35561,A3445,eep,Vonga,kemo,oui,oui,01/26/2019,6.188871,19.41235,hpv_60,0,eep_4,mala,Kemo_Groupe_5,,,,
35558,A3444,eep,Simandele,kemo,oui,oui,01/26/2019,6.2512,19.34867,hpv_60,0,eep_4,mala,Kemo_Groupe_5,,,,
35552,A3443,eep,Simandele 2,kemo,oui,oui,01/26/2019,6.252917,19.34543,hpv_60,0,eep_4,mala,Kemo_Groupe_5,,,,
35993,A1892,eep,Nola Quartier Moussa,sanghambaere,problem,oui,01/26/2019,3.52533,16.04855,hpv_60,0,eep_3,Nola,SM_Groupe_1,,,,
35990,A806,eep,TANGA QTIER MOUSSA,sanghambaere,non,oui,01/26/2019,3.525143,16.05502,hpv_60,0,eep_3,nola,SM_Groupe_1,,,,
35555,A579,eep,BOZELE 1 NANA BAKASSA,ouham,non,oui,01/26/2019,6.657729,17.4268,india_mark_2,0,eep_2,nanabakassa,Ouham_Groupe_3,,,,
35951,A3273,eep,ZOUNGBE,nanamambere,problem,problem,01/26/2019,5.821503,15.25251,india_mark_2,0,eep_1,bouar,NM_Groupe_4,,,,
35939,A3082,eep,BEA PDSV,nanamambere,problem,oui,01/26/2019,5.834001,15.29693,hpv_60_2000,10000,eep_1,bouar,NM_Groupe_4,,,,
35927,W021,eep,GALLO QTIER KPAMBETA,nanamambere,non,oui,01/26/2019,5.799169,15.16907,india_mark_2,0,eep_1,baboua,NM_Groupe_4,,,,
35588,A3452,eep,Mala Centre de Sante,kemo,oui,oui,01/27/2019,6.114109,19.50845,hpv_60,0,eep_4,dekoa,Kemo_Groupe_5,,,,
35585,A3450,eep,Mala zimadjere 4,kemo,oui,oui,01/27/2019,6.118523,19.50243,hpv_60,0,eep_4,mala,Kemo_Groupe_5,,,,
35582,A3451,eep,Mala 4,kemo,non,non,01/27/2019,6.116718,19.506,hpv_60,0,eep_4,mala,Kemo_Groupe_5,,,,
35579,A3449,eep,Mala bakoute,kemo,oui,oui,01/27/2019,6.125734,19.49772,india_mark_2,0,eep_4,mala,Kemo_Groupe_5,,,,
35576,A3410,eep,Mala Yabalagba,kemo,non,non,01/27/2019,6.11267,19.50774,hpv_60,0,eep_4,dekoa,Kemo_Groupe_5,,,,
35573,A3453,eep,Bila,kemo,oui,oui,01/27/2019,6.102443,19.54223,hpv_60,0,eep_4,dekoa,Kemo_Groupe_5,,,,
35570,A3454,eep,Tombe 1,kemo,non,non,01/27/2019,6.080959,19.58418,hpv_60,0,eep_4,dekoa,Kemo_Groupe_5,,,,
35609,A3447,eep,Yomba,kemo,oui,oui,01/28/2019,6.181289,19.4208,hpv_60,0,eep_4,mala,Kemo_Groupe_5,,,,
35606,A3448,eep,Kouma,kemo,oui,oui,01/28/2019,6.172207,19.43088,hpv_60,0,eep_4,mala,Kemo_Groupe_5,,,,
35600,A3557,eep,Kouma-mala,kemo,oui,oui,01/28/2019,6.138408,19.4783,hpv_60,0,eep_4,mala,Kemo_Groupe_5,,,,
35597,A2367,eep,MALA EGLISE CATHOLIQUE,kemo,non,oui,01/28/2019,6.114904,19.50342,india_mark_2,,eep_4,mala,Kemo_Groupe_5,,,,
35591,A3560,eep,BOKENGUE,kemo,non,problem,01/28/2019,6.096535,19.55005,hpv_60,,eep_4,mala,Kemo_Groupe_5,,,,
36014,A76,eep,NOLA MC,sanghambaere,oui,oui,01/28/2019,3.531869,16.03889,hpv_60,0,eep_3,nola,SM_Groupe_1,,,,
36011,A69,eep,NOLA MAISON D ARRET,sanghambaere,problem,oui,01/28/2019,3.525505,16.04244,hpv_60,0,eep_3,nola,SM_Groupe_1,,,,
36005,A2229,eep,NOLA HOPITAL PREFECTORAL POMPE MANUELLE,sanghambaere,oui,oui,01/28/2019,3.526616,16.04439,india_mark_2,20000,eep_3,nola,SM_Groupe_1,,,,
36002,A807,eep,ZENGUI 1,sanghambaere,non,decommissioned,01/28/2019,3.518381,16.05511,hpv_60,,eep_3,Nola,SM_Groupe_1,,,,
35999,A1565,eep,NOLA QTIER DENGBA,sanghambaere,non,non,01/28/2019,3.510114,16.05983,hpv_60,0,eep_3,nola,SM_Groupe_1,,,,
35618,F1112,eep,Maraska,ouhampende,oui,oui,01/28/2019,6.461557,16.36964,hydro_india,0,eep_2,bozoum,OP_Groupe_2,,,,
35612,F2031,eep,Ecole Kounkere,ouhampende,oui,oui,01/28/2019,6.553039,16.38692,hpv_60,0,eep_2,bozoum,OP_Groupe_2,,,,
35603,A407,eep,KONKERE 1,ouhampende,problem,oui,01/28/2019,6.555162,16.38773,hpv_60,0,eep_2,bozoum,OP_Groupe_2,,,,
35594,A343,eep,BASSAI Gago,ouhampende,non,oui,01/28/2019,6.574529,16.37658,hpv_60,5000,eep_2,bozoum,OP_Groupe_2,,,,
35564,A420,eep,MEREGA,ouhampende,oui,oui,01/28/2019,6.580454,16.38,india_mark_2,0,eep_2,bozoum,OP_Groupe_2,,,,
36383,W022,monitor,Abba quartier cetac,nanamambere,non,non,01/28/2019,5.328459,15.14504,india_mark_2,,eep_1,abba,NM_Groupe_4,,,,
36380,W023,monitor,GOBOLO,,non,decommissioned,01/28/2019,5.434761,15.19042,india_mark_2,,eep_1,,NM_Groupe_4,,,,
36044,A149,eep,DOULIAC CAMP,nanamambere,non,non,01/28/2019,5.352376,15.11268,india_mark_2,0,eep_1,abba,NM_Groupe_4,,,,
36035,A123,eep,BABAZA BOUAR,nanamambere,oui,oui,01/28/2019,5.375129,15.09434,hpv_60_2000,20000,eep_1,baboua,NM_Groupe_4,,,,
36023,A118,eep,ABBA Centre de Sante,nanamambere,oui,oui,01/28/2019,5.328516,15.14998,india_mark_2,20000,eep_1,abba,NM_Groupe_4,,,,
36008,A116,eep,ABBA 2 CENTRE,nanamambere,oui,oui,01/28/2019,5.331504,15.15125,hpv_60_2000,20000,eep_1,abba,NM_Groupe_4,,,,
35996,A117,eep,ABBA 1,nanamambere,oui,oui,01/28/2019,5.335059,15.15332,hpv_60_2000,20000,eep_1,abba,NM_Groupe_4,,,,
35984,W024,eep,NDIBA MOLLE,nanamambere,oui,oui,01/28/2019,5.492769,15.18428,india_mark_2,0,eep_1,abba,NM_Groupe_4,,,,
35969,A177,eep,FO,nanamambere,non,problem,01/28/2019,5.624993,15.1881,hpv_60_2000,20000,eep_1,abba,NM_Groupe_4,,,,
35957,A271,eep,ZARAMI,nanamambere,oui,oui,01/28/2019,5.668488,15.24984,india_mark_2,0,eep_1,abba,NM_Groupe_4,,,,
35405,F2106,eep,Ndolongo,mamberekadei,oui,oui,01/28/2019,4.237506,15.69519,hpv_60_2000,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_2,,,,
35627,A3441,eep,Yenguere Tilo,kemo,oui,oui,01/29/2019,6.291479,19.22848,hpv_60,0,eep_4,mala,Kemo_Groupe_5,,,,
35621,A3455,eep,Neoroman ndjika,kemo,problem,oui,01/29/2019,6.271875,19.25886,hpv_60,20000,eep_4,dekoa,Kemo_Groupe_5,,,,
35615,A3442,eep,Bedambou,kemo,oui,oui,01/29/2019,6.272643,19.32452,hpv_60,0,eep_4,mala,Kemo_Groupe_5,,,,
36038,A86,eep,NABONDO 2,sanghambaere,non,oui,01/29/2019,3.415563,15.87318,hpv_60,0,eep_3,nola,SM_Groupe_2,,,,
36032,A41,eep,BIAKAN,sanghambaere,non,non,01/29/2019,3.445802,15.88898,hpv_60,0,eep_3,nola,SM_Groupe_2,,,,
36029,A79,eep,MPOYO,sanghambaere,non,oui,01/29/2019,3.451284,15.9006,hpv_60,0,eep_3,nola,SM_Groupe_2,,,,
36026,A29,eep,BANDOKA,sanghambaere,non,oui,01/29/2019,3.487632,16.01523,hpv_60,15000,eep_3,nola,SM_Groupe_2,,,,
36020,A101,eep,NOLA PERFECTURE,sanghambaere,oui,oui,01/29/2019,3.52363,16.04182,india_mark_2,0,eep_3,nola,SM_Groupe_1,,,,
36017,W017,monitor,METEZOUA2,sanghambaere,decommissioned,decommissioned,01/29/2019,3.517216,16.06207,hpv_60,0,eep_3,nola,,,,,
35660,A798,eep,KARAZA,OuhamPende,oui,oui,01/29/2019,6.410374,16.34988,hpv_60,0,eep_2,Bozoum,OP_Groupe_2,,,,
35654,F343,eep,KOKOL,ouhampende,oui,oui,01/29/2019,6.415593,16.34885,india_mark_2,0,eep_2,bozoum,OP_Groupe_2,,,,
35648,A396,eep,GBAORO,ouhampende,oui,oui,01/29/2019,6.419749,16.35168,hpv_60,0,eep_2,bozoum,OP_Groupe_2,,,,
35639,A443,eep,SANGBA,OuhamPende,oui,oui,01/29/2019,6.432921,16.36285,hpv_60,0,eep_2,Bozoum,OP_Groupe_2,,,,
35633,A350,eep,BETARA,ouhampende,problem,problem,01/29/2019,6.447033,16.36799,hpv_60,0,eep_2,bozoum,OP_Groupe_2,,,,
35624,A388,eep,BALOUA ECOLE,ouhampende,problem,problem,01/29/2019,6.518999,16.36015,hpv_60,0,eep_2,bozoum,OP_Groupe_2,,,,
36386,A182,eep,GAROUA GAZOUINA,nanamambere,oui,oui,01/29/2019,5.821598,15.20048,hpv_60_2000,12500,eep_1,bouar,NM_Groupe_4,,,,
36098,W074,eep,CENTRE DE SANTE DE GAROUA-SOUGBENE,nanamambere,oui,oui,01/29/2019,5.819272,15.19984,india_mark_2,10000,eep_1,bouar,NM_Groupe_4,,,,
36074,F120,eep,GALLO BOYANG 2 - Fiokoro,nanamambere,oui,oui,01/29/2019,5.802446,15.17353,hpv_60_2000,20000,eep_1,baboua,NM_Groupe_4,,,,
36062,A179,eep,GALLO BOYANG CENTRE,nanamambere,oui,oui,01/29/2019,5.80089,15.1714,hpv_60_2000,0,eep_1,baboua,NM_Groupe_4,,,,
36053,A178,eep,GALLO ECOLE,nanamambere,problem,oui,01/29/2019,5.80055,15.16978,hpv_60_2000,20000,eep_1,baboua,NM_Groupe_4,,,,
35657,A2312,eep,Dekoa Ecole sainte anne,kemo,non,oui,01/30/2019,6.32266,19.08343,hpv_60,20000,eep_4,dekoa,Kemo_Groupe_5,,,,
35651,A3436,eep,Ouolo,kemo,oui,oui,01/30/2019,6.310624,19.1329,hpv_60,0,eep_4,dekoa,Kemo_Groupe_5,,,,
35645,A3437,eep,Ouolo 2,kemo,non,non,01/30/2019,6.310203,19.1421,hpv_60,0,eep_4,dekoa,Kemo_Groupe_5,,,,
35642,A3438,eep,Ngbere,kemo,oui,oui,01/30/2019,6.304636,19.16405,hpv_60,0,eep_4,mala,Kemo_Groupe_5,,,,
35636,A3439,eep,Yamou,kemo,oui,oui,01/30/2019,6.299587,19.1821,hpv_60,0,eep_4,mala,Kemo_Groupe_5,,,,
35630,A3440,eep,Yenguere Tilo A,kemo,oui,oui,01/30/2019,6.297265,19.22421,hpv_60,0,eep_4,mala,Kemo_Groupe_5,,,,
36059,A54,eep,DOMICILI,sanghambaere,oui,oui,01/30/2019,3.397488,15.7109,hpv_60,0,eep_3,nola,SM_Groupe_2,,,,
36056,A80,eep,MODIGUI,sanghambaere,problem,oui,01/30/2019,3.407372,15.78117,hpv_60,16000,eep_3,nola,SM_Groupe_2,,,,
36050,A1567,eep,NTOMORI,sanghambaere,problem,oui,01/30/2019,3.407233,15.65625,hpv_60,32000,eep_3,nola,SM_Groupe_2,,,,
36047,A72,eep,MBAMINA,sanghambaere,problem,oui,01/30/2019,3.408625,15.65025,hpv_60,20000,eep_3,nola,SM_Groupe_2,,,,
36041,A111,eep,YANTCHI,sanghambaere,problem,oui,01/30/2019,3.461396,15.49431,hpv_60,16000,eep_3,Nola,SM_Groupe_2,,,,
35687,A1500,eep,KOUMA GANI,ouhampende,oui,oui,01/30/2019,6.769511,16.33798,india_mark_2,5000,eep_2,paoua,OP_Groupe_2,,,,
35681,A1060,eep,BANDA,ouhampende,oui,oui,01/30/2019,6.738624,16.33523,india_mark_2,0,eep_2,paoua,OP_Groupe_2,,,,
35672,A1552,eep,Taley centre,ouhampende,oui,oui,01/30/2019,6.67443,16.37139,india_mark_2,0,eep_2,paoua,OP_Groupe_2,,,,
35666,F1779,eep,Taley Ecole,ouhampende,oui,oui,01/30/2019,6.669156,16.371,hpv_60,0,eep_2,bozoum,OP_Groupe_2,,,,
36398,A130,eep,BARDE,nanamambere,oui,oui,01/30/2019,5.807367,15.00285,hpv_60_2000,0,eep_1,baboua,NM_Groupe_4,,,,
