record_ID,Latitude,Longitude,service_visit_type,well_ID,village_name,prefecture,sous_prefecture,wells::mission_id,team_number,activity_date,population_estimate,pop_use,pump_type,pump_working,pump_fixed,payment
47005,5.734858,19.11718,Visite de suivi,A3478,Mondondji,Kemo,Sibut,2,EEP 4,4/15/2020,630,100,Vergnet HPV 60,Oui,Oui,
47257,4.210863,17.580665,EEP traditionnel,A3367,Bombale 2,Lobaye,Boda,Lobaye_Mission_8,EEP 2,4/15/2020,1293,978,India MARK 2,Non,Oui,
47008,5.733906,19.112412,Visite de suivi,A3476,Sibut Ngambazigo Ecole Plateau,Kemo,Sibut,2,EEP 4,4/15/2020,893,130,Vergnet HPV 60,Oui,Oui,
47011,5.72943,19.097039,EEP traditionnel,A3520,Sibut Village Banassa 1,Kemo,Sibut,2,EEP 4,4/15/2020,840,120,Vergnet HPV 60,"Oui, mais pas correctement","Oui, mais pas correctement",
46654,4.158142,15.963874,EEP traditionnel,A94,Ngotto Bania,Mambere Kadei,Berb?rati,5,EEP Moto 1,4/15/2020,350,245,Vergnet HPV 60 2000,Oui,Oui,
46738,5.89284,15.811372,EEP traditionnel,F1752,Ecole Ngaindoua,Nana-Mambere,Bouar,NM_Mission_2,EEP 3,4/15/2020,20,0,India MARK 2,Non,Non,
46657,4.143101,16.029169,EEP traditionnel,A2177,Gbambang,Mambere Kadei,Berb?rati,5,EEP Moto 1,4/15/2020,469,325,Vergnet HPV 60 2000,Non,Non,
46741,5.892933,15.811139,EEP traditionnel,W010,Ecole Ngaindoua,Nana-Mambere,Bouar,NM_Mission_2,EEP 3,4/15/2020,0,0,Vergnet HPV 60,Oui,Oui,
46744,5.894885,15.723448,EEP traditionnel,A161,Doaka EEB,Nana-Mambere,Bouar,NM_Mission_2,EEP 3,4/15/2020,257,250,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47260,4.208981,17.585135,EEP traditionnel,A1007,Keli,Lobaye,Boda,Lobaye_Mission_8,EEP 2,4/15/2020,380,325,Vergnet HPV 60,Non,Oui,
46660,4.249877,15.778591,Réponse rapide,F401,Bassola 1,Mambere Kadei,Berb?rati,1,EEP Moto 1,4/15/2020,4500,3500,Vergnet HPV 60 2000,Oui,Oui,
47014,5.651481,19.083971,Visite de suivi,F287,Kpabe Eglise des Freres,Kemo,Sibut,1,EEP 4,4/15/2020,650,130,Vergnet HPV 60,Non,Non,
47263,4.202226,17.61558,Visite de suivi,A1048,Keli 2B,Lobaye,Boda,Lobaye_Mission_8,EEP 2,4/15/2020,58,58,India MARK 2,Oui,Oui,
47266,4.199895,17.628571,Visite de suivi,A1009,Ndanga Centre de Sante,Lobaye,Boda,Lobaye_Mission_8,EEP 2,4/15/2020,709,550,Vergnet HPV 60,Non,Non,
47017,5.494889,19.128352,EEP traditionnel,A3504,Galafondo Centre de Sante,Kemo,Ndjoukou,1,EEP 4,4/15/2020,780,120,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47269,4.193616,17.64054,Visite de suivi,A746,NDANGA CATHOLIQUE,Lobaye,Boda,Mission 8,EEP 2,4/15/2020,618,500,India MARK 2,Oui,Oui,
47020,5.639671,19.087784,Visite de suivi,A3498,Kangamotema 2,Kemo,Sibut,1,EEP 4,4/15/2020,640,100,Vergnet HPV 60,Oui,Oui,
47023,5.586128,19.100684,EEP traditionnel,Z225,MANDJIA HOTO hopital,Kemo,Sibut,1,EEP 4,4/16/2020,300,80,Vergnet HPV 60,Oui,Oui,
47026,5.491532,19.128449,EEP traditionnel,A3506,Watere Woogo,Kemo,Ndjoukou,1,EEP 4,4/16/2020,780,140,Vergnet HPV 60,Oui,Oui,
46663,4.228319,15.904277,EEP traditionnel,A81,Moliko PK13,Mambere Kadei,Berb?rati,5,EEP Moto 1,4/16/2020,350,250,Vergnet HPV 60 2000,Oui,Oui,
47272,4.18222,17.663965,EEP traditionnel,Z0098,Bombiti,Lobaye,Boda,Lobaye_Mission_8,EEP 2,4/16/2020,540,522,India MARK 2,Non,Oui,
46666,4.143541,16.027751,EEP traditionnel,F1804,Gbambang 2,Mambere Kadei,Berb?rati,5,EEP Moto 1,4/16/2020,550,346,Vergnet HPV 60 2000,Oui,Oui,
47029,5.494033,19.127142,EEP traditionnel,A3503,Watere 1,Kemo,Ndjoukou,1,EEP 4,4/16/2020,523,120,Vergnet HPV 60,Oui,Oui,
46669,4.116196,16.054369,EEP traditionnel,F1805,Sapoua Dispensaire,Mambere Kadei,Berb?rati,5,EEP Moto 1,4/16/2020,14,14,Vergnet HPV 60 2000,Oui,Oui,
46672,4.059513,16.151804,EEP traditionnel,A1737,Likaya Village EEB,Mambere Kadei,Berb?rati,5,EEP Moto 1,4/16/2020,524,375,Vergnet HPV 60 2000,Oui,Oui,
47275,4.134279,17.723506,EEP traditionnel,A685,Boboua 2,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/16/2020,458,355,India MARK 2,Non,Oui,
46747,5.892744,15.787744,EEP traditionnel,A200,Kpokorta,Nana-Mambere,Bouar,NM_Mission_2,EEP 3,4/16/2020,455,350,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
46750,5.920243,15.688469,EEP traditionnel,A1727,Kpocte Marche,Nana-Mambere,Bouar,NM_Mission_2,EEP 3,4/16/2020,2822,4000,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47032,5.732947,19.110444,EEP traditionnel,A3475,Sibut Ngambazigo,Kemo,Sibut,2,EEP 4,4/16/2020,3500,130,Vergnet HPV 60,Oui,Oui,
47035,5.732634,19.089442,EEP traditionnel,Z221,SIBUT BOKOSSIN,Kemo,Sibut,2,EEP 4,4/16/2020,960,130,India MARK 2,Non,Oui,
47278,3.947966,17.863777,EEP traditionnel,Z0081,Bombekitin Ecole,Lobaye,Mbaïki,Lobaye_Mission_8,EEP 2,4/16/2020,980,860,Vergnet Hydro India,Oui,Oui,
47038,5.281977,19.160746,Visite de suivi,A3414,Bokate,Kemo,Sibut,1,EEP 4,4/17/2020,320,120,Vergnet HPV 60,Oui,Oui,
46753,5.924699,15.587752,EEP traditionnel,F86,Bouar Fatima,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/17/2020,600,1800,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
46675,4.260898,15.795404,Réponse rapide,F2001,Eglise Evangelique Bethanie,Mambere Kadei,Berb?rati,1,EEP Moto 1,4/17/2020,589,426,Vergnet HPV 60 2000,Oui,Oui,
46756,5.932493,15.596272,EEP traditionnel,A193,Hopital Prefectoral de Bouar,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/17/2020,3030,4000,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47041,5.107261,19.289157,Visite de suivi,A3406,Passeur Bac,Kemo,Sibut,1,EEP 4,4/17/2020,145,90,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
46759,5.938561,15.593702,EEP traditionnel,A212,Bouar Maison d'Arret,Ouham Pende,Bouar,NM_Mission_3,EEP 3,4/17/2020,106,250,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47281,3.98134,17.594445,EEP traditionnel,A1039,Ganza,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/17/2020,800,435,India MARK 2,"Oui, mais pas correctement",Oui,
47044,5.147592,19.434725,Visite de suivi,A3407,NDJOUKOU. KOROMA,Kemo,Ndjoukou,1,EEP 4,4/17/2020,500,120,Vergnet HPV 60,Oui,Oui,
47047,5.126619,19.398675,Visite de suivi,A3412,Djoukou Sainte Famille 2,Kemo,Sibut,1,EEP 4,4/17/2020,0,0,Vergnet HPV 60,Oui,Oui,
47344,4.486503,15.841288,EEP traditionnel,A122,Babasso,Mambere Kadei,Berb?rati,4,EEP 1,4/17/2020,179,218,Vergnet HPV 60,Non,Oui,
47050,5.126271,19.402735,EEP traditionnel,A3408,Djoukou Gendarmerie,Kemo,Sibut,1,EEP 4,4/17/2020,213,100,Vergnet HPV 60,Non,Oui,
46678,4.24568,15.782667,Réponse rapide,F440,Bassola 2,Mambere Kadei,Berb?rati,1,EEP Moto 1,4/17/2020,2500,120,Vergnet HPV 60 2000,Oui,Oui,
47053,5.125264,19.400155,EEP traditionnel,A3413,Djoukou Centre de Sante,Kemo,Sibut,1,EEP 4,4/17/2020,530,120,Vergnet HPV 60,Oui,Oui,
46762,5.932718,15.591404,EEP traditionnel,A172,La Vallee EEB Bouar,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/17/2020,800,2000,Vergnet Hydro India,"Oui, mais pas correctement",Oui,
47284,3.988189,17.596224,EEP traditionnel,A1040,Bokoka,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/17/2020,280,280,India MARK 2,Oui,Oui,
47287,3.996125,17.596817,EEP traditionnel,A1047,Bobalanga,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/17/2020,320,320,India MARK 2,Oui,Oui,
47290,4.021652,17.5955,EEP traditionnel,A1042,Wende,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/17/2020,320,215,India MARK 2,Oui,Oui,
47293,4.010608,17.604619,EEP traditionnel,A1041,Bonguenguete,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/17/2020,535,455,India MARK 2,Oui,Oui,
46765,5.928272,15.626287,EEP traditionnel,W073,ACIEB CAMP =LECLERC 2BOUAR,Nana-Mambere,Bouar,3,EEP 3,4/18/2020,50,50,India MARK 2,Non,Oui,
47056,5.4461,19.096259,EEP traditionnel,A3400,Yamodo,Kemo,Ndjoukou,1,EEP 4,4/18/2020,420,120,Vergnet HPV 60,Oui,Oui,
46768,5.927052,15.626223,EEP traditionnel,F97,Camp LECLERC,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/18/2020,440,700,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47059,5.466101,19.10899,EEP traditionnel,A3507,Beale Yamodo 3,Kemo,Ndjoukou,1,EEP 4,4/18/2020,280,90,Vergnet HPV 60,Oui,Oui,
47296,4.011338,17.606319,EEP traditionnel,W070,Centre de santé de bolemba,Lobaye,Mbaïki,Lobaye mission 8,EEP 2,4/18/2020,600,600,India MARK 2,Non,Oui,
47062,5.493186,19.129526,Visite de suivi,A3505,Watere Bombe,Kemo,Ndjoukou,1,EEP 4,4/18/2020,2100,120,Vergnet HPV 60,Oui,Oui,
47065,5.635531,19.088996,Visite de suivi,A3499,Kangamotema,Kemo,Sibut,1,EEP 4,4/18/2020,2500,130,Vergnet HPV 60,Oui,Oui,
47299,4.017435,17.612862,EEP traditionnel,A1043,Bonguelet,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/18/2020,530,42,India MARK 2,"Oui, mais pas correctement",Oui,
47302,4.02498,17.618974,EEP traditionnel,A1066,Bossobo,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/18/2020,380,325,India MARK 2,Non,Oui,
46771,5.933554,15.611423,EEP traditionnel,A153,Christ Sauveur,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/19/2020,600,100,Vergnet Hydro India,"Oui, mais pas correctement","Oui, mais pas correctement",
46774,5.930792,15.643877,EEP traditionnel,A260,Wantiguera EEB,Nana-Mambere,Bouar,NM_Mission_2,EEP 3,4/19/2020,260,400,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
46777,5.934781,15.64612,EEP traditionnel,A259,Wantiguera MC,Nana-Mambere,Bouar,NM_Mission_2,EEP 3,4/19/2020,260,200,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
46780,5.931282,15.64596,EEP traditionnel,A1729,Wantinguera Marche,Nana-Mambere,Bouar,NM_Mission_2,EEP 3,4/19/2020,400,400,Vergnet HPV 60,Oui,Oui,
46783,5.92965,15.644749,EEP traditionnel,A258,Wantinguera Japonnais,Nana-Mambere,Bouar,NM_Mission_2,EEP 3,4/19/2020,450,0,Vergnet HPV 60,Non,Oui,
47347,6.371684,16.338836,EEP traditionnel,A1062,Konkere 2,Ouham Pende,Bozoum,2,EEP 1,4/20/2020,300,385,India MARK 2,"Oui, mais pas correctement",Oui,
46786,5.95671,15.58013,EEP traditionnel,F1756,Bouar Martineau 1,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/20/2020,800,1200,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
46789,5.961913,15.577997,EEP traditionnel,W052,CITE- MARCELIN- BOUAR,Nana-Mambere,Bouar,3,EEP 3,4/20/2020,40,40,Vergnet HPV 60,Oui,Oui,
46792,5.965815,15.580101,EEP traditionnel,A173,Bouar Elevage,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/20/2020,60,80,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47305,4.072614,17.673958,Visite de suivi,A1045,Bimbo 1,Lobaye,Boda,Lobaye_Mission_8,EEP 2,4/20/2020,669,0,India MARK 2,Non,Désactiver cette point d'eau,
47068,5.749893,19.089532,Visite de suivi,A3510,Ecole Bala,Kemo,Sibut,2,EEP 4,4/20/2020,1200,80,Vergnet HPV 60,"Oui, mais pas correctement","Oui, mais pas correctement",
47359,6.377249,16.340294,EEP traditionnel,A835,Borom 2,Ouham Pende,Bozoum,2 m,EEP 1,4/20/2020,254,254,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47071,5.745582,19.087317,Visite de suivi,A3511,Sibut Bobandere 3,Kemo,Sibut,2,EEP 4,4/20/2020,1100,120,Vergnet HPV 60,Oui,Oui,
47308,4.135321,17.721436,Visite de suivi,A3350,Boboua Centre de Sante,Lobaye,Boda,Lobaye_Mission_8,EEP 2,4/20/2020,10379,0,India MARK 2,Non,Désactiver cette point d'eau,
47311,4.136244,17.721299,Visite de suivi,A998,Boboua 1,Lobaye,Boda,Lobaye_Mission_8,EEP 2,4/20/2020,10395,9875,India MARK 2,Oui,Oui,
47314,4.133065,17.723296,Visite de suivi,A999,Boboua 2 Mairie,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/20/2020,9650,5445,India MARK 2,Oui,Oui,
46795,5.934526,15.618423,EEP traditionnel,W013,Bouar SOS 2,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/20/2020,179,1250,Electrique,Oui,Oui,
46681,4.012941,16.113626,EEP traditionnel,F1808,Bania Marche,Mambere Kadei,Berb?rati,5,EEP Moto 1,4/20/2020,2500,2000,Vergnet HPV 100,Non,Non,
47317,4.082296,17.770371,Visite de suivi,A3351,Bokouma Centre de Sante,Lobaye,Mbaïki,Lobaye_Mission_8,EEP 2,4/20/2020,2678,0,Vergnet HPV 60,Non,Non,
47368,6.379572,16.341411,EEP traditionnel,A2829,Boyele Ecole,Ouham Pende,Bozoum,2,EEP 1,4/20/2020,425,481,India MARK 2,Oui,Oui,
46798,5.935179,15.618768,EEP traditionnel,A1777,Bouar SOS,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/20/2020,179,250,India MARK 2,Non,Oui,
46684,4.00002,16.108998,EEP traditionnel,A50,Bania Disp EEB,Mambere Kadei,Berb?rati,5,EEP Moto 1,4/20/2020,512,350,Vergnet HPV 60 2000,Oui,Oui,
47377,6.382117,16.345135,EEP traditionnel,A377,Boyele Ecole,Ouham Pende,Bozoum,2,EEP 1,4/20/2020,245,245,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47074,5.699099,19.08084,EEP traditionnel,A3524,Ndalengue,Kemo,Sibut,2,EEP 4,4/20/2020,670,80,Vergnet HPV 60,Non,Oui,
47389,6.384751,16.347584,EEP traditionnel,A406,Konaguila,Ouham Pende,Bozoum,2,EEP 1,4/20/2020,300,300,Vergnet HPV 60,Oui,Oui,
46687,4.055383,16.109395,EEP traditionnel,F1807,Mbanga,Mambere Kadei,Berb?rati,5,EEP Moto 1,4/20/2020,860,800,Vergnet HPV 60 2000,"Oui, mais pas correctement","Oui, mais pas correctement",
47395,6.410331,16.349818,EEP traditionnel,A798,Karaza,Ouham Pende,Bozoum,2,EEP 1,4/20/2020,270,270,Vergnet HPV 60,Oui,Oui,
47320,3.919019,17.881522,Visite de suivi,A2056,Bomango B,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/20/2020,482,300,India MARK 2,Oui,Oui,
47323,3.873434,17.986444,EEP traditionnel,A843,Mbaiki Ecole Prefectorale Garcons,Lobaye,Mba?ki,Lobaye_Mission_2,EEP 2,4/20/2020,800,850,Vergnet HPV 60,Non,Oui,
46801,5.943899,15.588426,EEP traditionnel,F1893,Bouar Mossoro,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/21/2020,3000,600,Vergnet HPV 60,"Oui, mais pas correctement","Oui, mais pas correctement",
46804,5.949159,15.588649,EEP traditionnel,F1684,Bouar Lycee Moderne,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/21/2020,2500,1000,Vergnet Hydro India,Oui,Oui,
47401,6.33951,16.301894,EEP traditionnel,A442,Sang Baye,Ouham Pende,Bozoum,3,EEP 1,4/21/2020,544,544,India MARK 2,"Oui, mais pas correctement",Oui,
46807,5.951523,15.577508,EEP traditionnel,W014,Bouar St Laurent 3,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/21/2020,35,35,Vergnet HPV 60,Oui,Oui,
47077,5.803836,19.582889,EEP traditionnel,A3495,Boakama,Kemo,Sibut,4,EEP 4,4/21/2020,480,130,Vergnet HPV 60,Oui,Oui,
47080,5.791871,19.634648,EEP traditionnel,F81,Kobadja,Kemo,Grimari,4,EEP 4,4/21/2020,550,100,Vergnet HPV 60,Oui,Oui,
47326,4.081851,17.771034,EEP traditionnel,A961,Bokouma,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/21/2020,2689,2225,India MARK 2,Non,Oui,
47083,5.797903,19.556173,EEP traditionnel,A3493,Boambali Centre de Sante,Kemo,Sibut,4,EEP 4,4/21/2020,230,80,Vergnet HPV 60,Oui,Oui,
46810,5.928622,15.592366,Visite de suivi,F812,PAM Bouar,Nana-Mambere,Bouar,3,EEP 3,4/21/2020,0,0,Vergnet HPV 100,Non,Forage Mort,
46813,5.9288,15.589084,Visite de suivi,A1848,Bouar CBCA Banque,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/21/2020,6,6,Electrique,Oui,Désactiver cette point d'eau,
47329,4.080359,17.772606,EEP traditionnel,Z0083,Ecole bokouma,Lobaye,Mbaïki,Lobaye_Mission_8,EEP 2,4/21/2020,810,810,Vergnet HPV 60,Non,Oui,
47410,6.415593,16.348884,EEP traditionnel,A404,Kokol,Ouham Pende,Bozoum,2,EEP 1,4/21/2020,398,398,India MARK 2,Oui,Oui,
47416,6.417675,16.349432,Visite de suivi,A403,KOKOL,Ouham Pende,Bozoum,2,EEP 1,4/21/2020,398,398,India MARK 2,Non,Forage Mort,
46690,3.979797,16.147819,Visite de suivi,F1786,Wata,Mambere Kadei,Berb?rati,5,EEP Moto 1,4/21/2020,295,250,Vergnet HPV 60 2000,Non,Désactiver cette point d'eau,
46693,3.978274,16.163911,EEP traditionnel,F1795,Zaoro Pata Ecole,Mambere Kadei,Berb?rati,5,EEP Moto 1,4/21/2020,1100,997,Vergnet HPV 100,Oui,Oui,
47419,6.419771,16.351687,EEP traditionnel,A396,Gbaoro,Ouham Pende,Bozoum,2,EEP 1,4/21/2020,354,352,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47428,6.432944,16.362847,EEP traditionnel,A443,Sangba,Ouham Pende,Bozoum,2,EEP 1,4/21/2020,98,105,Vergnet HPV 60,Oui,Oui,
47086,5.729902,19.085148,EEP traditionnel,Z236,NGAO,Kemo,,Premiere visite,EEP 4,4/21/2020,900,120,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47332,4.000993,17.828361,EEP traditionnel,A716,Lobe 1,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/21/2020,755,568,India MARK 2,Oui,Oui,
47452,6.447024,16.367957,EEP traditionnel,A350,Betara,Ouham Pende,Bozoum,2,EEP 1,4/21/2020,123,147,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47335,3.916997,17.893112,Visite de suivi,A997,Tobale,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/21/2020,380,350,India MARK 2,Oui,Oui,
46816,5.935964,15.593173,EEP traditionnel,W016,Parking St Joseph Bouar,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/22/2020,15,33,Vergnet HPV 60,Non,Oui,
47089,5.69448,19.296681,EEP traditionnel,R255,Amou A,Kemo,Sibut,4,EEP 4,4/22/2020,260,90,Vergnet HPV 60,Oui,Oui,
47092,5.772953,19.448823,EEP traditionnel,A3491,Gbodja,Kemo,Sibut,4,EEP 4,4/22/2020,450,50,Vergnet HPV 60,Oui,Oui,
47338,4.041622,17.821592,EEP traditionnel,A1005,Bogaye,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/22/2020,230,190,India MARK 2,Non,Oui,
46819,5.935043,15.594566,Visite de suivi,W012,College Saint Joseph Terrain Foot,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/22/2020,400,0,Vergnet HPV 100,"Oui, mais pas correctement",Forage Mort,
47458,6.439273,16.367013,EEP traditionnel,W105,ECOLE BETARA,Ouham Pende,BOZOUM,2,EEP 1,4/22/2020,73,103,India MARK 2,"Oui, mais pas correctement",Oui,
46822,5.934288,15.594758,EEP traditionnel,A1610,Bouar Soeurs de la Charite,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/22/2020,35,35,Vergnet HPV 60,Oui,Oui,
46825,5.933977,15.595114,EEP traditionnel,W011,Ecole Saint Joseph,Nana-Mambere,Bouar,NM_Mission_3,EEP 3,4/22/2020,0,0,Vergnet HPV 60,Oui,Oui,
47341,4.019094,17.826074,Visite de suivi,A996,Bouaka 1B,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/22/2020,645,0,India MARK 2,Non,Désactiver cette point d'eau,
47350,4.021102,17.826352,Visite de suivi,A1011,Bouaka 1A,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/22/2020,1500,0,India MARK 2,Non,Non,
46696,3.929629,16.235527,EEP traditionnel,T02,BALEGO,Mambere Kadei,Berb?rati,5,EEP Moto 1,4/22/2020,4000,2500,Vergnet HPV 60 2000,Oui,Oui,
47440,6.46153,16.369577,EEP traditionnel,F1112,Maraska,Ouham Pende,Bozoum,2,EEP 1,4/21/2020,127,127,Vergnet Hydro India,"Oui, mais pas correctement",Oui,
47353,4.017301,17.825501,Visite de suivi,Z0082,BOUAKA Poste de santé,Lobaye,Mbaïki,Lobaye_Mission_8,EEP 2,4/22/2020,810,350,Vergnet Hydro India,Oui,Oui,
47356,4.014068,17.825373,EEP traditionnel,A703,Bouaka 2,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/22/2020,455,348,Vergnet HPV 60,Oui,Oui,
46699,3.927066,16.239122,EEP traditionnel,F1783,Balego Centre de Sante,Mambere Kadei,Berb?rati,5,EEP Moto 1,4/22/2020,4000,3500,Vergnet HPV 100,Oui,Oui,
47362,3.997164,17.827526,EEP traditionnel,A732,Lobe 1,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/22/2020,665,435,India MARK 2,Non,Oui,
46702,3.89615,16.28322,EEP traditionnel,A1568,Kossinde,Mambere Kadei,Berb?rati,5,EEP Moto 1,4/22/2020,350,324,Vergnet HPV 60 2000,Oui,Oui,
47467,6.519048,16.360187,EEP traditionnel,A388,Baloua Ecole,Ouham Pende,Bozoum,2,EEP 1,4/22/2020,579,592,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47479,6.553058,16.386901,EEP traditionnel,F2031,Ecole Kounkere,Ouham Pende,Bozoum,2,EEP 1,4/22/2020,358,145,Vergnet HPV 60,Oui,Oui,
47095,5.714128,19.076326,EEP traditionnel,A3523,SOCADA 1,Kemo,Sibut,2,EEP 4,4/22/2020,1100,120,Vergnet Hydro India,"Oui, mais pas correctement",Oui,
47485,6.555179,16.387746,EEP traditionnel,A407,Konkere 1,Ouham Pende,Bozoum,2,EEP 1,4/22/2020,397,195,Vergnet HPV 60,Oui,Oui,
47365,3.933012,17.863816,EEP traditionnel,A995,Bopenda Senea 1,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/22/2020,613,300,India MARK 2,Oui,Oui,
47371,3.931529,17.863839,EEP traditionnel,A2041,Bopenda Senea 2,Lobaye,Mba?ki,Lobaye_Mission_8,EEP 2,4/22/2020,613,200,Vergnet HPV 60,Oui,Oui,
47497,6.334828,16.33639,EEP traditionnel,F1845,Bozoum 1 PK5,Ouham Pende,Bozoum,3,EEP 1,4/22/2020,210,249,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
46828,5.949046,15.637909,EEP traditionnel,A121,ASECNA Bouar,Nana-Mambere,Bouar,NM_Mission_2,EEP 3,4/23/2020,50,50,India MARK 2,Non,Non,
46831,5.96969,15.679579,EEP traditionnel,F1696,Dikofio Ecole,Nana-Mambere,Bouar,2,EEP 3,4/23/2020,450,250,Vergnet HPV 60,"Oui, mais pas correctement","Oui, mais pas correctement",
46834,5.973092,15.682935,EEP traditionnel,F1670,DIKOFIO Village .,Nana-Mambere,Bouar,2,EEP 3,4/23/2020,475,600,Vergnet Hydro India,Oui,Oui,
47374,3.851058,17.900358,EEP traditionnel,A2072,Toma,Lobaye,Mba?ki,Lobaye_Mission_7,EEP 2,4/23/2020,140,80,Vergnet HPV 60,Oui,Oui,
47098,5.715432,19.228348,Visite de suivi,R254,Regueme,Kemo,Sibut,4,EEP 4,4/23/2020,414,100,Vergnet HPV 60,Oui,Oui,
47380,3.854208,17.873804,EEP traditionnel,A1034,Goudigoudi Croisement,Lobaye,Mba?ki,Lobaye_Mission_7,EEP 2,4/23/2020,150,84,India MARK 2,Oui,Oui,
47101,5.749352,19.418034,Visite de suivi,R248,Greco B,Kemo,Sibut,4,EEP 4,4/23/2020,3500,120,Vergnet HPV 60,Oui,Oui,
47104,5.698835,19.263708,EEP traditionnel,Z220,LAKPOU,Kemo,Sibut,4,EEP 4,4/23/2020,180,100,Vergnet HPV 60,Oui,Oui,
46837,5.951917,15.644937,Visite de suivi,A2932,Kella Bokpane,Nana-Mambere,Bouar,NM_Mission_2,EEP 3,4/23/2020,248,0,Vergnet HPV 60,Non,Désactiver cette point d'eau,
47383,3.785551,17.70635,Visite de suivi,A2076,Itibou,Lobaye,Mba?ki,Lobaye_Mission_7,EEP 2,4/23/2020,345,280,Vergnet HPV 60,Oui,Oui,
47386,3.73075,17.63804,EEP traditionnel,F1094,Ibata Ecole,Lobaye,Mba?ki,Lobaye_Mission_7,EEP 2,4/23/2020,389,250,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47392,3.729815,17.647098,EEP traditionnel,A2032,Ibata,Lobaye,Mba?ki,Lobaye_Mission_7,EEP 2,4/23/2020,215,110,Vergnet HPV 60,Oui,Oui,
47398,3.779371,17.665008,EEP traditionnel,A1908,Kpidi Pont,Lobaye,Mbaïki,Lobaye_Mission_7,EEP 2,4/23/2020,345,298,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
47107,5.681173,19.080856,Visite de suivi,A3496,Ndanga Kemo,Kemo,Sibut,1,EEP 4,4/23/2020,150,60,Vergnet HPV 60,Oui,Oui,
46840,5.963167,15.658765,EEP traditionnel,A1724,Sandere,Nana-Mambere,Bouar,NM_Mission_2,EEP 3,4/24/2020,450,450,Vergnet HPV 60,"Oui, mais pas correctement","Oui, mais pas correctement",
46843,6.055264,15.773683,EEP traditionnel,A1726,Bata Bouar,Nana-Mambere,Bouar,NM_Mission_2,EEP 3,4/24/2020,600,650,Vergnet HPV 60,"Oui, mais pas correctement",Oui,
